tensor,group,projection,layer,numel,instruct_delta_l2,coder_delta_l2,delta_l2_ratio_instruct_over_coder,delta_dot,delta_cosine,sign_conflict_rate
model.layers.19.mlp.gate_proj.weight,mlp,mlp_gate,19.0,4358144,3.351028933435181,45.02009777978678,0.0744340660881401,18.204025268554688,0.120665417009686,0.4492219428321767
model.layers.2.self_attn.q_proj.weight,attention,attn_q,2.0,802816,1.7637139164337896,25.57795557747799,0.0689544522466362,5.775422096252441,0.1280235187373593,0.4491285895620089
model.layers.12.mlp.gate_proj.weight,mlp,mlp_gate,12.0,4358144,3.9068152667178,45.61624487915462,0.0856452624951403,23.014074325561523,0.1291371221494767,0.4488208309163136
model.layers.20.mlp.gate_proj.weight,mlp,mlp_gate,20.0,4358144,3.3295823609155724,45.54636309746641,0.0731031444550352,18.627918243408203,0.1228346399065139,0.4486882621323332
model.layers.7.self_attn.q_proj.weight,attention,attn_q,7.0,802816,1.6635998006499075,22.82581482150473,0.0728823839875627,4.67165470123291,0.1230256266117418,0.4486856413967839
model.layers.22.mlp.gate_proj.weight,mlp,mlp_gate,22.0,4358144,3.3346477936804586,47.65942356236461,0.0699682779275942,19.55017471313477,0.1230132484563146,0.4486574054952065
model.layers.17.mlp.gate_proj.weight,mlp,mlp_gate,17.0,4358144,3.695368373198436,49.00490249709716,0.0754081364291528,22.45980834960937,0.1240248695951171,0.448636985592541
model.layers.6.self_attn.q_proj.weight,attention,attn_q,6.0,802816,1.7071288755246763,22.71586714429338,0.0751513849187807,4.751047134399414,0.1225162543084834,0.4485040770719822
model.layers.10.mlp.gate_proj.weight,mlp,mlp_gate,10.0,4358144,4.035748241681988,49.89434148778797,0.0808858904906034,26.19422912597656,0.1300859104051827,0.4485024699539419
model.layers.18.mlp.gate_proj.weight,mlp,mlp_gate,18.0,4358144,3.511173396892679,46.96786894133717,0.0747569237445738,20.534881591796875,0.1245199879886503,0.448346901676894
model.layers.9.self_attn.q_proj.weight,attention,attn_q,9.0,802816,1.7938545382671556,22.722336266979404,0.0789467472530113,4.923627853393555,0.1207939028486823,0.4482813601632315
model.layers.6.mlp.gate_proj.weight,mlp,mlp_gate,6.0,4358144,3.403572079774671,50.62894949871812,0.0672258088203241,21.13772201538086,0.122666031016042,0.4481709877588559
model.layers.21.mlp.gate_proj.weight,mlp,mlp_gate,21.0,4358144,3.357421448925584,48.287115339524064,0.0695303793841969,20.298683166503903,0.1252076149284384,0.4479096990542137
model.layers.4.mlp.gate_proj.weight,mlp,mlp_gate,4.0,4358144,3.5729308429284785,52.69085936057838,0.0678093105006678,23.79788589477539,0.1264091426941245,0.4475758097270506
model.layers.12.self_attn.q_proj.weight,attention,attn_q,12.0,802816,1.7232370240965231,20.998490052207472,0.0820648065557155,4.529946327209473,0.1251872134419926,0.4470715292024948
model.layers.23.mlp.gate_proj.weight,mlp,mlp_gate,23.0,4358144,3.1013394138618797,47.9921410802722,0.064621818157155,18.12384414672852,0.1217673612462528,0.4469429883458056
model.layers.3.self_attn.q_proj.weight,attention,attn_q,3.0,802816,1.702610953212347,23.183180085294328,0.0734416480805563,4.957845687866211,0.1256043190969669,0.4467019935524696
model.layers.8.self_attn.q_proj.weight,attention,attn_q,8.0,802816,1.900167673642977,26.088144981844724,0.0728364425667422,6.435258388519287,0.129816789563021,0.4454319763523824
model.layers.15.self_attn.q_proj.weight,attention,attn_q,15.0,802816,1.6398282250718548,19.554311385216305,0.0838601878004059,3.980231285095215,0.1241273332226506,0.4452722591285565
model.layers.3.mlp.gate_proj.weight,mlp,mlp_gate,3.0,4358144,3.3851935836455325,52.758355658576725,0.0641641222776664,23.756593704223636,0.1330176925759774,0.4448170458167362
model.layers.10.self_attn.q_proj.weight,attention,attn_q,10.0,802816,1.6746426072948697,22.37192075202229,0.0748546638376363,4.940547943115234,0.1318711243903434,0.444690530050125
model.layers.11.mlp.down_proj.weight,mlp,mlp_down,11.0,4358144,3.1585275722820154,40.457629987664255,0.078070009865755,17.76788902282715,0.1390435099591005,0.4444838867933707
model.layers.9.mlp.down_proj.weight,mlp,mlp_down,9.0,4358144,3.091080563934621,40.50569320034685,0.0763122494570257,17.438823699951172,0.1392806528631262,0.44417543398302
model.layers.19.self_attn.q_proj.weight,attention,attn_q,19.0,802816,1.856618938323401,22.88072658212106,0.0811433558134538,6.148115158081055,0.1447269487076765,0.4437454922775474
model.layers.22.self_attn.v_proj.weight,attention,attn_v,22.0,114688,0.5509766847433869,9.374591869371445,0.0587734050101457,0.7527695298194885,0.1457392199435809,0.4435143524816016
model.layers.10.mlp.down_proj.weight,mlp,mlp_down,10.0,4358144,3.0642016607310545,41.15614322309611,0.0744530808953808,17.955299377441406,0.1423772620901254,0.4434732266357778
model.layers.16.self_attn.o_proj.weight,attention,attn_o,16.0,802816,1.114351260306251,13.25066273309418,0.0840977755416794,1.899860382080078,0.1286654602301807,0.4434718265382263
model.layers.12.mlp.down_proj.weight,mlp,mlp_down,12.0,4358144,3.1906552125581986,42.10717178837383,0.0757746264364202,19.03174591064453,0.1416585142761984,0.4434503560705234
model.layers.8.mlp.down_proj.weight,mlp,mlp_down,8.0,4358144,3.01503103464833,41.23625333207647,0.073116027549065,17.679954528808594,0.1422034581602438,0.4433895156353116
model.layers.16.mlp.down_proj.weight,mlp,mlp_down,16.0,4358144,2.91438353051122,40.690540580993,0.0716231214650552,16.800682067871094,0.1416728889008345,0.4430589229830887
model.layers.13.mlp.down_proj.weight,mlp,mlp_down,13.0,4358144,3.1406781396118486,41.88160366540348,0.0749894432100321,18.73074150085449,0.1423994251040381,0.443043156511912
model.layers.15.mlp.down_proj.weight,mlp,mlp_down,15.0,4358144,3.0470365041330782,42.91140918317572,0.0710076075834799,18.466947555541992,0.1412357634701048,0.4429602845010011
model.layers.19.mlp.down_proj.weight,mlp,mlp_down,19.0,4358144,2.948957782845472,42.74589652729107,0.0689880906103516,17.888301849365234,0.1419077548998819,0.4428535041785797
model.layers.16.mlp.up_proj.weight,mlp,mlp_up,16.0,4358144,3.4089614855156407,45.79454798335715,0.0744403348353725,23.00650405883789,0.1473719260351113,0.442717068484079
model.layers.7.mlp.down_proj.weight,mlp,mlp_down,7.0,4358144,2.8980256890842573,39.94880451805629,0.0725434897000332,16.615625381469727,0.143519421006013,0.4422121991471207
model.layers.10.mlp.up_proj.weight,mlp,mlp_up,10.0,4358144,3.433069877022252,45.66235628228136,0.0751838090833347,22.996776580810547,0.1466986118987356,0.4420755318350693
model.layers.14.mlp.down_proj.weight,mlp,mlp_down,14.0,4358144,3.0935695094624087,43.11881890712352,0.0717452283682874,19.543916702270508,0.14651593739522,0.441907676336884
model.layers.11.mlp.up_proj.weight,mlp,mlp_up,11.0,4358144,3.372847541790339,44.12511619141926,0.0764382699222497,21.88271713256836,0.1470343052003132,0.4417561554080923
model.layers.18.mlp.down_proj.weight,mlp,mlp_down,18.0,4358144,3.0537863570495487,42.88347361828695,0.0712112639062734,19.10232925415039,0.1458672244681608,0.4416153697531094
model.layers.12.mlp.up_proj.weight,mlp,mlp_up,12.0,4358144,3.492614037325153,46.19363118980797,0.0756081292456556,23.83638000488281,0.147743234490693,0.4415763516504294
model.layers.14.mlp.up_proj.weight,mlp,mlp_up,14.0,4358144,3.5093313892131084,46.899615932429285,0.0748264419535798,24.415149688720703,0.1483425444843956,0.4414625997541054
model.layers.9.mlp.up_proj.weight,mlp,mlp_up,9.0,4358144,3.333635809208177,44.73580758708565,0.0745182883469512,22.04508781433105,0.1478217702056368,0.4414459769888115
model.layers.13.mlp.up_proj.weight,mlp,mlp_up,13.0,4358144,3.454229532060116,45.96588727489931,0.0751476744352191,23.456443786621094,0.147732255741126,0.4413342814809919
model.layers.19.mlp.up_proj.weight,mlp,mlp_up,19.0,4358144,3.336556942177603,47.30887742076005,0.0705270791463222,23.446577072143555,0.1485382372934795,0.4413122388846043
model.layers.8.mlp.up_proj.weight,mlp,mlp_up,8.0,4358144,3.277486622984566,45.62767811061204,0.0718311068785744,22.4633846282959,0.1502124385415576,0.4407983910105862
model.layers.20.mlp.down_proj.weight,mlp,mlp_down,20.0,4358144,2.876191431383415,44.76901983200828,0.0642451284878709,18.997163772583008,0.1475344331993864,0.4407954609600989
model.layers.23.self_attn.v_proj.weight,attention,attn_v,23.0,114688,0.4849198875921204,9.446801054902048,0.0513316502352391,0.6616201996803284,0.144428862490121,0.4407338297612612
model.layers.17.mlp.down_proj.weight,mlp,mlp_down,17.0,4358144,2.908590543316373,40.99047889878285,0.0709577107039542,17.701152801513672,0.1484690641386258,0.4406595116238086
model.layers.17.mlp.up_proj.weight,mlp,mlp_up,17.0,4358144,3.346989568606882,45.54096498963872,0.0734940414496788,23.265033721923828,0.1526325284727593,0.4406166718755091
model.layers.20.mlp.up_proj.weight,mlp,mlp_up,20.0,4358144,3.409465287199255,49.77868009687983,0.0684924807279685,25.74489021301269,0.1516915517783664,0.4405403178969576
model.layers.3.self_attn.o_proj.weight,attention,attn_o,3.0,802816,1.1279541012982843,14.041489838676252,0.0803300870675003,2.4863359928131104,0.1569839307473592,0.4404797347208502
model.layers.18.mlp.up_proj.weight,mlp,mlp_up,18.0,4358144,3.393179217088273,46.73970318172362,0.0725973633999261,24.012184143066406,0.1514045465182693,0.4403818119361893
model.layers.15.mlp.up_proj.weight,mlp,mlp_up,15.0,4358144,3.470234870987042,47.89250608051196,0.0724588282173674,25.040119171142575,0.1506641614803812,0.4403810582406621
model.layers.8.self_attn.k_proj.weight,attention,attn_k,8.0,114688,0.5564587479988171,10.634041204378784,0.0523280601705477,0.7593817710876465,0.1283301951437668,0.4403090500026161
model.layers.2.mlp.gate_proj.weight,mlp,mlp_gate,2.0,4358144,3.381798149424313,56.31045796103287,0.0600563069787948,27.819068908691406,0.1460850752962048,0.4402282447745536
model.layers.6.mlp.down_proj.weight,mlp,mlp_down,6.0,4358144,2.797043438320115,40.55280995822376,0.0689728638089824,16.791975021362305,0.1480408657005481,0.4400111888214587
