left_digit,right_digit,layer,cosine,sign_conflict,weighted_conflict
0,4,net.4.bias,-0.09626925912020413,0.515625,0.5683471258776756
0,4,net.6.weight,0.38352046703219295,0.2109375,0.19683665532413724
0,4,net.6.bias,0.5766809256449167,0.20000000298023224,0.20104676193122392
0,5,net.0.weight,-0.011795339638789324,0.3994140625,0.5067690612887235
0,5,net.0.bias,-0.02671645189383639,0.5234375,0.5152478591640199
0,5,net.1.weight,0.29431130743199235,0.359375,0.30455040472017747
0,5,net.1.bias,0.10286034531793592,0.453125,0.43286254308618516
0,5,net.3.weight,0.003193907334322937,0.497314453125,0.49780243754368003
0,5,net.3.bias,0.006084663015651474,0.484375,0.49644693318600597
0,5,net.4.weight,-0.025429117595121953,0.484375,0.5249415664772469
0,5,net.4.bias,0.049377477382262926,0.421875,0.4657047991597888
0,5,net.6.weight,0.38732358467176176,0.20000000298023224,0.19476112983848645
0,5,net.6.bias,0.6015191636774326,0.20000000298023224,0.19002510504545816
0,6,net.0.weight,-0.039232582002854025,0.3907470703125,0.5245673167399331
0,6,net.0.bias,-0.10176892828442807,0.5234375,0.5571829970495047
0,6,net.1.weight,0.3436694541280242,0.3046875,0.25453730386949924
0,6,net.1.bias,0.10375847538623642,0.40625,0.41948676197544
0,6,net.3.weight,0.10044346250351635,0.4600830078125,0.4262482160133494
0,6,net.3.bias,0.12551401292985814,0.484375,0.42443884756883543
0,6,net.4.weight,0.033427140718039434,0.4375,0.46501497757773885
0,6,net.4.bias,-0.10074097520089421,0.53125,0.5714780658666698
0,6,net.6.weight,0.3964946440922347,0.20000000298023224,0.19553362624929221
0,6,net.6.bias,0.5921936951415616,0.20000000298023224,0.19720248747647437
0,7,net.0.weight,0.03910477000105659,0.3839111328125,0.476934732270513
0,7,net.0.bias,0.005624295796539498,0.5078125,0.49689121393444036
0,7,net.1.weight,0.24829973645171663,0.3515625,0.318540539766288
0,7,net.1.bias,0.07134081257585878,0.46875,0.45023958103995254
0,7,net.3.weight,0.04330973271454141,0.4659423828125,0.46844782643871413
0,7,net.3.bias,0.07463719064666463,0.421875,0.4561047190332231
0,7,net.4.weight,-0.07813489401633694,0.515625,0.5752103762719462
0,7,net.4.bias,-0.06976425015525475,0.453125,0.5504122985833784
0,7,net.6.weight,0.4052659078528292,0.20000000298023224,0.19772784040310587
0,7,net.6.bias,0.5842002349123087,0.20000000298023224,0.20078172752763895
0,8,net.0.weight,0.05992989000977416,0.35546875,0.4660402009157687
0,8,net.0.bias,0.04172020616702793,0.453125,0.47697493856333295
0,8,net.1.weight,0.3165856130623722,0.328125,0.25947975659456574
0,8,net.1.bias,0.1945181429560124,0.3515625,0.3595868620282486
0,8,net.3.weight,0.1088008842523983,0.4429931640625,0.4223483560325111
0,8,net.3.bias,0.029260827094268468,0.453125,0.483595659888989
0,8,net.4.weight,3.7377216581039566e-05,0.453125,0.4999690227291663
0,8,net.4.bias,-0.10212902125986262,0.5625,0.5666112561040061
0,8,net.6.weight,0.3879487956796285,0.20624999701976776,0.21065381948085754
0,8,net.6.bias,0.5151022719870589,0.20000000298023224,0.22957045533010445
0,9,net.0.weight,-0.02551692143917196,0.3983154296875,0.514975384827513
0,9,net.0.bias,0.006673008556857555,0.5,0.49622332541434866
0,9,net.1.weight,0.13317225816125347,0.4765625,0.4054534965850447
0,9,net.1.bias,0.10682959642689012,0.4296875,0.430377345854863
0,9,net.3.weight,0.07504370143476236,0.4483642578125,0.4491921282923812
0,9,net.3.bias,0.0026719554205078024,0.46875,0.4984534372248455
0,9,net.4.weight,0.15152842513167855,0.4375,0.3822321632834979
0,9,net.4.bias,-0.020520495833080923,0.5,0.5133239583705533
0,9,net.6.weight,0.41639769394030945,0.20624999701976776,0.21359106152927765
0,9,net.6.bias,0.5228496901659823,0.20000000298023224,0.23550659319721015
1,2,net.0.weight,-0.008986811644586595,0.445068359375,0.5051668944467959
1,2,net.0.bias,0.003948688408106191,0.5390625,0.4978076039338177
1,2,net.1.weight,0.24416553933801402,0.3984375,0.35060968580356333
1,2,net.1.bias,0.10583929295569704,0.453125,0.4361382259189485
1,2,net.3.weight,5.545949574155988e-05,0.5299072265625,0.4999653476791015
1,2,net.3.bias,0.06722535940681904,0.484375,0.4625799051441676
1,2,net.4.weight,0.013352307843475802,0.53125,0.49030052366289795
1,2,net.4.bias,0.08365192612998727,0.453125,0.4424994324032997
1,2,net.6.weight,0.4597212032428362,0.20624999701976776,0.1839651099848881
1,2,net.6.bias,0.6348820734381018,0.20000000298023224,0.1769798899537693
1,3,net.0.weight,0.012707785481856446,0.4256591796875,0.4928073855913255
1,3,net.0.bias,-0.024683310505011526,0.5234375,0.5135247671147978
1,3,net.1.weight,0.2555184507428445,0.421875,0.3408123701368281
1,3,net.1.bias,0.10289128880360857,0.4921875,0.44221724574430266
1,3,net.3.weight,0.0667249333682163,0.4791259765625,0.4589727415305283
1,3,net.3.bias,0.13584182622298627,0.421875,0.42569340183825927
1,3,net.4.weight,-0.05798381075449098,0.46875,0.5438068041264754
1,3,net.4.bias,-0.04990963150751649,0.515625,0.5329619480140553
1,3,net.6.weight,0.45594626733644894,0.20000000298023224,0.19179262770565195
1,3,net.6.bias,0.6081078039259579,0.20000000298023224,0.1899667018798022
1,4,net.0.weight,-0.12874391462119977,0.5264892578125,0.5824721251831054
1,4,net.0.bias,-0.21238106949450627,0.6328125,0.62139611762449
1,4,net.1.weight,0.11048487904677202,0.4609375,0.43379967955287607
1,4,net.1.bias,-0.04782010253572482,0.546875,0.5285638598408637
1,4,net.3.weight,0.0026043288850262918,0.539794921875,0.49832899010698034
1,4,net.3.bias,0.1189950811635997,0.46875,0.43317754740565195
1,4,net.4.weight,-0.0657644839458282,0.5,0.5523518533398912
1,4,net.4.bias,0.013699499199558832,0.5,0.49104244693945914
1,4,net.6.weight,0.46741164178492844,0.21406249701976776,0.171973965947828
1,4,net.6.bias,0.6922904514578002,0.20000000298023224,0.14620694058530023
1,5,net.0.weight,0.10158869147465599,0.370849609375,0.43956475868538375
1,5,net.0.bias,0.13663530771514598,0.40625,0.4235595678185594
1,5,net.1.weight,0.22706356115537638,0.3515625,0.3697567323345172
1,5,net.1.bias,0.08954977138673367,0.421875,0.4491992943608555
1,5,net.3.weight,0.03488320862467163,0.4658203125,0.4782057041387117
1,5,net.3.bias,0.2253485896334313,0.34375,0.3700498967575632
1,5,net.4.weight,0.09802421457400083,0.421875,0.4236354527689051
1,5,net.4.bias,0.00893485406426828,0.4375,0.4943101524289942
1,5,net.6.weight,0.460265047143679,0.20000000298023224,0.1974021887093786
1,5,net.6.bias,0.604061243578746,0.20000000298023224,0.19384790698199497
1,6,net.0.weight,-0.08146340267803198,0.4508056640625,0.5498872924655407
1,6,net.0.bias,-0.039134503234027805,0.5,0.5224853394910917
1,6,net.1.weight,0.19991687821987694,0.390625,0.3740460566724342
1,6,net.1.bias,0.10094130518003468,0.4375,0.4290216762118349
1,6,net.3.weight,0.011167374885942289,0.5152587890625,0.49261408652655503
1,6,net.3.bias,-0.07284395929543867,0.4375,0.5414021111131109
1,6,net.4.weight,-0.06307993493262008,0.59375,0.5563668953191586
1,6,net.4.bias,-0.1416930952323843,0.578125,0.6023134703030051
1,6,net.6.weight,0.43834508504841624,0.20000000298023224,0.17693272683152095
1,6,net.6.bias,0.7013925071147318,0.20000000298023224,0.142630289605319
1,7,net.0.weight,0.04613585355440912,0.4185791015625,0.47196094698829477
1,7,net.0.bias,0.14540566601831842,0.453125,0.4195425040479119
1,7,net.1.weight,0.1295384657365551,0.40625,0.4208057367534846
1,7,net.1.bias,0.0487183218060588,0.453125,0.4708464007491185
1,7,net.3.weight,0.028258563644648557,0.4681396484375,0.48224565570775696
1,7,net.3.bias,0.09960547052608773,0.4375,0.4455550550547352
1,7,net.4.weight,-0.12392489491351605,0.515625,0.5952805422477225
1,7,net.4.bias,-0.10715777420921527,0.5,0.573085482893417
1,7,net.6.weight,0.4660435577949735,0.20000000298023224,0.18393666799890646
1,7,net.6.bias,0.6559501835492352,0.20000000298023224,0.16859038163848483
1,8,net.0.weight,-0.11043755791394087,0.47412109375,0.5605432562786781
1,8,net.0.bias,-0.15765891293297127,0.6171875,0.5858146756838959
1,8,net.1.weight,0.20951506089691765,0.4921875,0.37858850845191333
1,8,net.1.bias,0.03653720100027909,0.5234375,0.4787866031103094
1,8,net.3.weight,-0.007339792048187362,0.5428466796875,0.5045156021462232
1,8,net.3.bias,-0.017589312265632172,0.53125,0.5093114200639421
1,8,net.4.weight,-0.019502171360244337,0.546875,0.5131489207242613
1,8,net.4.bias,-0.032727269695201,0.578125,0.5205014273480639
1,8,net.6.weight,0.482422463784758,0.20624999701976776,0.15835612960797704
1,8,net.6.bias,0.7036586572447697,0.20000000298023224,0.13918521849067558
1,9,net.0.weight,-0.07553574243706783,0.4652099609375,0.5434977579433425
1,9,net.0.bias,-0.029944205775156517,0.5078125,0.5164894095173833
1,9,net.1.weight,0.0657911859070961,0.5,0.46243918142947216
1,9,net.1.bias,-0.0023578062460453955,0.4765625,0.5013215184319417
1,9,net.3.weight,-0.06530881977025418,0.5587158203125,0.5382219120690245
1,9,net.3.bias,0.02853330237385877,0.453125,0.48412848472136266
1,9,net.4.weight,-0.02917139152681441,0.53125,0.5223735999079948
1,9,net.4.bias,-0.07486146591930987,0.578125,0.5496369859417545
1,9,net.6.weight,0.4729847593859585,0.20624999701976776,0.1830491441559724
1,9,net.6.bias,0.65343421796574,0.20000000298023224,0.16920159704447182
2,3,net.0.weight,-0.08919290875414937,0.4627685546875,0.5514414210473914
2,3,net.0.bias,-0.08648061921959097,0.546875,0.547622058879412
2,3,net.1.weight,0.19319035977159676,0.4609375,0.3683264613930401
2,3,net.1.bias,0.0019007969777846178,0.5390625,0.4988113348250252
2,3,net.3.weight,0.027004113834494345,0.521240234375,0.48226998231086804
2,3,net.3.bias,0.13776748756691726,0.4375,0.42223376585731953
2,3,net.4.weight,-0.05054091943119984,0.5,0.536184714225157
2,3,net.4.bias,-0.011273645214296196,0.53125,0.507154363489708
2,3,net.6.weight,0.47767152784150185,0.20624999701976776,0.17894036290409876
2,3,net.6.bias,0.659682802249619,0.20000000298023224,0.1643074309898486
2,4,net.0.weight,0.07886174743088105,0.4190673828125,0.44744839890419447
2,4,net.0.bias,0.11772293184735518,0.4375,0.43365897516026025
2,4,net.1.weight,0.07241101955581743,0.421875,0.45194649420134264
2,4,net.1.bias,0.021135240005602976,0.4375,0.48560980494158973
2,4,net.3.weight,-0.004577440781391331,0.4947509765625,0.5032563498613835
2,4,net.3.bias,-0.03552899104035227,0.515625,0.5209575720554827
2,4,net.4.weight,0.06640470203870215,0.46875,0.44928706128620505
2,4,net.4.bias,-0.09682058894851239,0.484375,0.5656936413536163
2,4,net.6.weight,0.4480881766042154,0.20468750596046448,0.19729114250306812
2,4,net.6.bias,0.5791981449822724,0.20000000298023224,0.19817387367839392
2,5,net.0.weight,0.03626590813695969,0.392822265625,0.47795541346965204
2,5,net.0.bias,0.007516909948485726,0.4453125,0.49569892643199137
2,5,net.1.weight,0.11381471836672974,0.4375,0.42925172236934506
2,5,net.1.bias,-0.004387801451820907,0.453125,0.5028522894274424
2,5,net.3.weight,0.03845904499155191,0.4796142578125,0.47361684078663413
2,5,net.3.bias,0.15695867041475914,0.421875,0.40802502084588826
2,5,net.4.weight,-0.09954821895802948,0.515625,0.5829611129441405
2,5,net.4.bias,-0.21158565529459383,0.578125,0.6451570343113411
2,5,net.6.weight,0.4506756355789989,0.20624999701976776,0.19440207590904807
2,5,net.6.bias,0.5850576727902086,0.20000000298023224,0.20153927903745528
2,6,net.0.weight,0.08225047570506602,0.3597412109375,0.4489843414982099
2,6,net.0.bias,0.07569729051745015,0.4296875,0.45628809757262084
2,6,net.1.weight,0.21379144753119592,0.3515625,0.3374544303456989
2,6,net.1.bias,-0.024520992824096616,0.421875,0.5211841322133554
2,6,net.3.weight,0.0422718564058466,0.4423828125,0.4689480389863093
2,6,net.3.bias,0.15210249705319637,0.390625,0.4098076755028829
2,6,net.4.weight,0.11573344927931001,0.4375,0.4058963455991076
2,6,net.4.bias,-0.06056239416330914,0.46875,0.5386738308320478
2,6,net.6.weight,0.4642635778790304,0.20937499403953552,0.20873427064978392
2,6,net.6.bias,0.5574916744759237,0.20000000298023224,0.21900800479816315
2,7,net.0.weight,0.027405040984950755,0.4149169921875,0.483090664980827
2,7,net.0.bias,0.0808506052853959,0.4453125,0.455708460071529
2,7,net.1.weight,0.19143757843944498,0.3671875,0.37423309339429234
2,7,net.1.bias,0.02678822645421367,0.40625,0.4816083248546353
2,7,net.3.weight,0.0659967615191552,0.45263671875,0.4541479275681758
2,7,net.3.bias,0.027359409044133042,0.453125,0.48445438825380505
2,7,net.4.weight,0.055263593718278554,0.484375,0.460646502242199
2,7,net.4.bias,-0.09862366083929645,0.515625,0.5616240053224535
2,7,net.6.weight,0.4783194389917429,0.20624999701976776,0.20248813365600218
2,7,net.6.bias,0.5817159737558278,0.20000000298023224,0.2044632555003829
2,8,net.0.weight,0.11600618486233465,0.341552734375,0.4363803276106945
2,8,net.0.bias,0.15575268277995633,0.359375,0.41519347195156864
2,8,net.1.weight,0.14452023431591113,0.390625,0.401733940643503
2,8,net.1.bias,0.06454424751247836,0.3984375,0.4569876044657291
2,8,net.3.weight,0.06814043992274825,0.446044921875,0.4538452078160268
2,8,net.3.bias,0.12897045099445725,0.484375,0.4262972570041776
2,8,net.4.weight,0.07530972951548656,0.421875,0.4498937879399121
2,8,net.4.bias,0.07820079654744835,0.46875,0.4525924562193089
2,8,net.6.weight,0.4751876607090642,0.19687500596046448,0.2012965873515971
2,8,net.6.bias,0.5741403695045287,0.20000000298023224,0.20854497564733868
2,9,net.0.weight,-0.11297985946320897,0.4530029296875,0.5662775395038971
2,9,net.0.bias,-0.16154543088600823,0.53125,0.5900304648704482
2,9,net.1.weight,0.022605523568760374,0.4609375,0.4864684628923333
2,9,net.1.bias,-0.11347166739823986,0.5078125,0.5690801447879099
2,9,net.3.weight,0.09012404234858276,0.448974609375,0.44233971617430745
2,9,net.3.bias,0.20302433777305257,0.4375,0.3852211621629481
2,9,net.4.weight,-0.06855734583691803,0.53125,0.5547771430577787
2,9,net.4.bias,-0.2402248106507803,0.59375,0.6586160798566502
2,9,net.6.weight,0.47911087527822055,0.19687500596046448,0.19989217111354557
2,9,net.6.bias,0.5825451711368591,0.20000000298023224,0.2058722697551576
3,4,net.0.weight,0.13044413050830128,0.38671875,0.4171855427532351
3,4,net.0.bias,0.15392462624292877,0.421875,0.4131715434082743
3,4,net.1.weight,0.2270179016625305,0.3046875,0.34503538479348284
3,4,net.1.bias,0.13529235824872748,0.4140625,0.4144125119785643
3,4,net.3.weight,0.02469414869721306,0.4549560546875,0.48308418077298637
3,4,net.3.bias,0.1324358685251087,0.421875,0.4263512064575058
3,4,net.4.weight,-0.05896262733334567,0.4375,0.5425179478024257
3,4,net.4.bias,-0.18097844165210134,0.546875,0.6160025568176812
3,4,net.6.weight,0.45007564172462844,0.2109375,0.21762978547472295
3,4,net.6.bias,0.49716387668027484,0.20000000298023224,0.24209057628912162
3,5,net.0.weight,-0.036661624586052106,0.4493408203125,0.5209634664314713
3,5,net.0.bias,-0.0965358995464396,0.6015625,0.5536076689308552
3,5,net.1.weight,0.2106628229574841,0.4296875,0.3635285263936009
3,5,net.1.bias,0.008446624819278378,0.5390625,0.49507032789704475
3,5,net.3.weight,0.023227423825517884,0.5096435546875,0.48491004859876663
3,5,net.3.bias,0.10660334811550619,0.453125,0.4379926560628744
3,5,net.4.weight,-0.16957982004229355,0.515625,0.6538203105008744
3,5,net.4.bias,-0.03632211966670736,0.484375,0.5240427270246745
3,5,net.6.weight,0.4508346195912447,0.20000000298023224,0.17696576104221595
3,5,net.6.bias,0.6995390940635966,0.20000000298023224,0.14612594345656832
3,6,net.0.weight,0.03453570186160125,0.390380859375,0.4787413764285425
3,6,net.0.bias,0.013634892624177074,0.4921875,0.4922023488727977
3,6,net.1.weight,0.18267459996816623,0.375,0.36139975522646206
3,6,net.1.bias,0.16913931318460934,0.3828125,0.368525824365833
3,6,net.3.weight,-0.0028993939086284855,0.5087890625,0.5020874112460996
3,6,net.3.bias,-0.07873742228996505,0.484375,0.5460782814230228
3,6,net.4.weight,-0.23677723152155525,0.59375,0.7066903631881257
3,6,net.4.bias,-0.2654316360325965,0.59375,0.6789309147882941
3,6,net.6.weight,0.4396442317500941,0.20000000298023224,0.19668671137026905
3,6,net.6.bias,0.5859237043071707,0.20000000298023224,0.19776861049100125
3,7,net.0.weight,-0.04261865939028717,0.44580078125,0.5249372956648924
3,7,net.0.bias,-0.06813457424334728,0.5390625,0.5369357366480076
3,7,net.1.weight,0.2650920230527302,0.40625,0.32281348390220194
3,7,net.1.bias,0.023369327837437875,0.5234375,0.48491708622220137
3,7,net.3.weight,0.03663656098175925,0.50830078125,0.47545992188348996
3,7,net.3.bias,0.01632483189612171,0.484375,0.4909089615842326
3,7,net.4.weight,-0.09618351377139439,0.453125,0.574634355620907
3,7,net.4.bias,-0.03738668892855472,0.484375,0.524809656153278
3,7,net.6.weight,0.462496000436426,0.20000000298023224,0.18403287042237196
3,7,net.6.bias,0.6371706304999356,0.20000000298023224,0.1723073578076741
3,8,net.0.weight,-0.0502958167877923,0.4295654296875,0.5278278679660147
3,8,net.0.bias,-0.009837482904636895,0.5,0.5052945311875713
3,8,net.1.weight,0.13106359513049892,0.4765625,0.4043440674697536
3,8,net.1.bias,0.06501127436999131,0.484375,0.46063433780750407
3,8,net.3.weight,0.06660086588487342,0.48388671875,0.45664538726696996
3,8,net.3.bias,0.10171903392736986,0.453125,0.4421245938766117
3,8,net.4.weight,-0.09198192653004077,0.546875,0.5613132738200118
3,8,net.4.bias,-0.08959359103094959,0.5625,0.5550418043324475
3,8,net.6.weight,0.49175660421057005,0.20624999701976776,0.1758496578638083
3,8,net.6.bias,0.6666650961185256,0.20000000298023224,0.15840589370736693
3,9,net.0.weight,0.07623890390935462,0.394775390625,0.45751578782461944
3,9,net.0.bias,0.14065022099178615,0.484375,0.42289613824879146
3,9,net.1.weight,0.2448239023040558,0.4375,0.3486294004724854
3,9,net.1.bias,0.25380634735813773,0.4375,0.3549905354360863
3,9,net.3.weight,0.04204695132600445,0.500244140625,0.4741541265406541
3,9,net.3.bias,0.09439749978164426,0.46875,0.44705218004774344
3,9,net.4.weight,-0.06190040194462127,0.46875,0.5469086496677736
3,9,net.4.bias,-0.009203959615638623,0.53125,0.5058850193550727
3,9,net.6.weight,0.46374522737583845,0.20624999701976776,0.1930538481661957
3,9,net.6.bias,0.6104926017846243,0.20000000298023224,0.19023756670013667
4,5,net.0.weight,-0.09063380973209034,0.4451904296875,0.5560907922921032
4,5,net.0.bias,-0.13878696758319886,0.5234375,0.5790774110218528
4,5,net.1.weight,0.10134829377222508,0.421875,0.43677049195417583
4,5,net.1.bias,-0.1860271198188053,0.546875,0.6200774592241155
4,5,net.3.weight,0.04824214783093485,0.474853515625,0.46585027409907714
4,5,net.3.bias,0.07716889284826885,0.4375,0.45358073140112076
4,5,net.4.weight,0.046847531053531746,0.515625,0.4632736944386887
4,5,net.4.bias,-0.005661095563694884,0.46875,0.5036194967364113
4,5,net.6.weight,0.45372206653070907,0.2109375,0.19562938133947202
4,5,net.6.bias,0.5892944240968019,0.20000000298023224,0.1972131873319427
4,6,net.0.weight,-0.013312739176587195,0.436279296875,0.5092072077793809
4,6,net.0.bias,-0.030051128492964648,0.5234375,0.5171017145339126
4,6,net.1.weight,0.31380315327098685,0.3359375,0.2883441112221576
4,6,net.1.bias,0.07756459970918714,0.453125,0.4370410535108238
4,6,net.3.weight,0.0947183050210181,0.4598388671875,0.4328398469425968
4,6,net.3.bias,0.05739627395173269,0.40625,0.4670344291603594
4,6,net.4.weight,0.11681208801924241,0.5,0.40765077731300403
4,6,net.4.bias,0.15383362744540355,0.421875,0.3993809935014402
4,6,net.6.weight,0.4564429235224893,0.21718749403953552,0.18866571067054924
4,6,net.6.bias,0.6210499884317299,0.20000000298023224,0.17941447354358833
4,7,net.0.weight,-0.13537729858895198,0.481201171875,0.5815794464671005
4,7,net.0.bias,-0.203130740451832,0.6328125,0.6125642711691031
4,7,net.1.weight,0.028475393893091647,0.4453125,0.4816362850819789
4,7,net.1.bias,-0.22877405481440571,0.578125,0.6560578026525192
4,7,net.3.weight,0.016231338586834447,0.5137939453125,0.4886383099465159
4,7,net.3.bias,-0.035173739216463114,0.53125,0.5206412409243157
4,7,net.4.weight,-0.07908642667981619,0.515625,0.5635481796461534
4,7,net.4.bias,-0.032897904683881166,0.5,0.5220031930762615
4,7,net.6.weight,0.4691454950337479,0.2109375,0.17028702201062246
4,7,net.6.bias,0.7156415857858841,0.20000000298023224,0.1358327908297133
4,8,net.0.weight,-0.013274511424351806,0.4398193359375,0.5084654020136474
4,8,net.0.bias,0.00523282681386598,0.46875,0.4970928259149166
4,8,net.1.weight,-0.08423619830528613,0.46875,0.5572940524542808
4,8,net.1.bias,-0.10610346494386115,0.4921875,0.567300684198775
4,8,net.3.weight,0.040949528576086795,0.4576416015625,0.47162321091360637
4,8,net.3.bias,0.12654979741585298,0.46875,0.42806311891382154
4,8,net.4.weight,0.136863395658396,0.421875,0.4069242496579793
4,8,net.4.bias,-0.03790697499840978,0.484375,0.5234206132762838
4,8,net.6.weight,0.5117715919021665,0.20468750596046448,0.17524216732340206
4,8,net.6.bias,0.640054268874599,0.20000000298023224,0.16776572689442076
4,9,net.0.weight,-0.15380150009665577,0.52001953125,0.5970704845302437
4,9,net.0.bias,-0.20972158120127746,0.609375,0.6204175814057119
4,9,net.1.weight,-0.011664661214433356,0.4921875,0.5070392634846551
4,9,net.1.bias,-0.14414271274619062,0.5703125,0.5909981622308069
4,9,net.3.weight,-0.060176299909620166,0.5484619140625,0.5393175846770313
4,9,net.3.bias,-0.10554457809019384,0.546875,0.5622392148825266
4,9,net.4.weight,-0.15494228999627954,0.5625,0.6261758848832889
4,9,net.4.bias,-0.09074220144428602,0.515625,0.5601692867179359
4,9,net.6.weight,0.4739565789761956,0.20156249403953552,0.1699396989185133
4,9,net.6.bias,0.7374218900379481,0.20000000298023224,0.12401289475648525
5,6,net.0.weight,0.010957134639626682,0.4090576171875,0.4930286709430738
5,6,net.0.bias,0.02110799162152216,0.453125,0.4880882596946857
5,6,net.1.weight,0.3283164619881728,0.3671875,0.28787306447608246
5,6,net.1.bias,0.06411277945740804,0.4375,0.4493177975481923
5,6,net.3.weight,0.06295328809956359,0.4703369140625,0.45607415424975417
5,6,net.3.bias,0.10732595672898633,0.40625,0.4374656322773534
5,6,net.4.weight,-0.0020390320501689862,0.578125,0.5018126847997606
5,6,net.4.bias,0.030001028131546717,0.421875,0.4807814478498873
5,6,net.6.weight,0.44348163458260464,0.20000000298023224,0.1914166841661496
5,6,net.6.bias,0.6144015223662596,0.20000000298023224,0.18607494278286904
5,7,net.0.weight,0.08443289825470711,0.3685302734375,0.45185019226208356
5,7,net.0.bias,0.18017281867794474,0.4375,0.3986789909326535
5,7,net.1.weight,0.24492539893308266,0.3515625,0.35490862728822015
5,7,net.1.bias,0.10559155252624258,0.40625,0.4328803666213638
5,7,net.3.weight,0.029150625303050407,0.4896240234375,0.48058871307112583
5,7,net.3.bias,0.047775172130666975,0.46875,0.4725651940216134
5,7,net.4.weight,0.030778524387546004,0.4375,0.4749235671785954
5,7,net.4.bias,0.022205868906297662,0.46875,0.4860829259626169
5,7,net.6.weight,0.45525269157781645,0.20000000298023224,0.19262788086148144
5,7,net.6.bias,0.6034830249082869,0.20000000298023224,0.19334315706751037
5,8,net.0.weight,0.060808063348278714,0.413818359375,0.4650628461861218
5,8,net.0.bias,0.026737061636550388,0.5078125,0.48540768153355063
5,8,net.1.weight,0.15152823932329648,0.40625,0.39718189172959195
5,8,net.1.bias,0.09920740880877639,0.4453125,0.43686607163425756
5,8,net.3.weight,0.04880130232030984,0.4664306640625,0.4676952477356287
5,8,net.3.bias,0.1621983547895859,0.46875,0.40621984377736203
5,8,net.4.weight,0.09579909634341703,0.5,0.43351281226712435
5,8,net.4.bias,-0.16970679457047183,0.578125,0.6061413249255097
5,8,net.6.weight,0.47029883600138256,0.20624999701976776,0.18374987496551917
5,8,net.6.bias,0.6469593742455404,0.20000000298023224,0.16944783540714867
5,9,net.0.weight,-0.14998678691361275,0.4923095703125,0.5856632914867999
5,9,net.0.bias,-0.1428799706107713,0.6015625,0.5806442968072065
5,9,net.1.weight,0.09486900242045618,0.5078125,0.4467553389420911
5,9,net.1.bias,-0.06276818751429326,0.5546875,0.5372478314867143
5,9,net.3.weight,-0.03400554465383085,0.5426025390625,0.5214921683748984
5,9,net.3.bias,-0.011017937815110235,0.453125,0.5064791180321442
5,9,net.4.weight,-0.10822892338350112,0.484375,0.5990287038374518
5,9,net.4.bias,-0.005186660618916952,0.515625,0.503434643171082
5,9,net.6.weight,0.4549950196718394,0.20624999701976776,0.17711338437528223
5,9,net.6.bias,0.7001979404100247,0.20000000298023224,0.14308745804833659
6,7,net.0.weight,0.1220342175699929,0.366943359375,0.4185999282655501
