router_dir,method,category,prompt_idx,router,num_experts,max_top1_fraction,effective_top1_experts,effective_top1_fraction,top1_margin_mean,top1_agreement,topk_jaccard,risk_score,risk_flags,recommended_action,reason
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.10.mlp.gate,128.0,0.12,13.77008146601916,0.10757876145327469,0.0467002876102924,0.4799999892711639,0.4854718614718614,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.11.mlp.gate,128.0,0.16,15.177436054938092,0.11857371917920384,0.0389930382370948,0.3600000143051147,0.416988344988345,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.12.mlp.gate,128.0,0.12,16.60632219546451,0.1297368921520665,0.0383085012435913,0.4000000059604645,0.4725034965034965,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.13.mlp.gate,128.0,0.12,15.710538097008197,0.12273857888287654,0.037458162754774,0.2000000029802322,0.3959320679320679,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.14.mlp.gate,128.0,0.28,10.98754227885446,0.08584017405355047,0.0451394505798816,0.4799999892711639,0.3766216006216006,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.15.mlp.gate,128.0,0.16,14.35872943746294,0.11217757373017923,0.0416401661932468,0.3199999928474426,0.4092654012654012,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.16.mlp.gate,128.0,0.24,11.181750772536496,0.08735742791044138,0.0494486726820468,0.3199999928474426,0.4066262626262626,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.17.mlp.gate,128.0,0.2,12.722189453686902,0.09939210510692892,0.0254457779228687,0.4799999892711639,0.4049479409479409,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.18.mlp.gate,128.0,0.32,8.717147914690035,0.0681027180835159,0.0416084490716457,0.4000000059604645,0.3743936063936063,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.19.mlp.gate,128.0,0.2,11.62751237988608,0.09083994046786,0.0498578250408172,0.2000000029802322,0.4207445887445887,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.20.mlp.gate,128.0,0.24,9.980275013755838,0.07797089854496748,0.0408120453357696,0.3600000143051147,0.4525252525252525,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.21.mlp.gate,128.0,0.2,7.807655792141702,0.06099731087610705,0.0720991268754005,0.5199999809265137,0.3858292818292818,1,low_topk_route_overlap,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.22.mlp.gate,128.0,0.16,14.35872943746294,0.11217757373017923,0.0665243417024612,0.1599999964237213,0.2821338661338661,2,low_topk_route_overlap|low_top1_route_agreement,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.23.mlp.gate,128.0,0.16,11.030797474383096,0.08617810526861794,0.0722543150186538,0.2399999946355819,0.3264291264291264,2,low_topk_route_overlap|low_top1_route_agreement,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.24.mlp.gate,128.0,0.2,12.722189453686902,0.09939210510692892,0.0537730641663074,0.4399999976158142,0.3345134865134865,2,low_topk_route_overlap|low_top1_route_agreement,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.25.mlp.gate,128.0,0.32,10.294887715844665,0.08042881028003644,0.0411920733749866,0.2000000029802322,0.3745800865800865,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.26.mlp.gate,128.0,0.24,11.659751932201848,0.09109181197032694,0.0497835241258144,0.4799999892711639,0.4289479409479409,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.27.mlp.gate,128.0,0.16,13.584185781575725,0.10612645141856035,0.0508027970790863,0.2800000011920929,0.3957109557109557,2,low_topk_route_overlap|low_top1_route_agreement,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.28.mlp.gate,128.0,0.24,10.219620294900588,0.07984078355391085,0.0555190406739711,0.1599999964237213,0.3942768342768342,2,low_topk_route_overlap|low_top1_route_agreement,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.29.mlp.gate,128.0,0.16,14.061325474591374,0.10985410527024511,0.0230125878006219,0.2800000011920929,0.4634876234876235,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.30.mlp.gate,128.0,0.36,8.891875134037042,0.06946777448466439,0.0489231683313846,0.4399999976158142,0.3769261849261849,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.31.mlp.gate,128.0,0.16,10.656491984466417,0.08325384362864388,0.0668052807450294,0.2399999946355819,0.4456521256521256,2,low_topk_route_overlap|low_top1_route_agreement,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.32.mlp.gate,128.0,0.24,9.872840291901833,0.07713156478048307,0.0450099408626556,0.4799999892711639,0.4915670995670995,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.33.mlp.gate,128.0,0.16,10.43577030012152,0.08152945546969938,0.0802243873476982,0.5199999809265137,0.4976072816072815,1,low_topk_route_overlap,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.34.mlp.gate,128.0,0.28,8.713278718618334,0.06807248998920573,0.0654249712824821,0.3199999928474426,0.4025423465423465,2,low_topk_route_overlap|low_top1_route_agreement,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.35.mlp.gate,128.0,0.24,11.659751932201845,0.09109181197032691,0.0479263253509998,0.3600000143051147,0.4227994227994227,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.36.mlp.gate,128.0,0.12,14.863074700848388,0.11611777110037803,0.059542030096054,0.3600000143051147,0.4363778443778444,2,low_topk_route_overlap|low_top1_route_agreement,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.37.mlp.gate,128.0,0.48,6.788412293297089,0.05303447104138351,0.0593238063156604,0.4799999892711639,0.5691082251082251,1,low_top1_route_agreement,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.38.mlp.gate,128.0,0.28,10.179545977961046,0.07952770295282068,0.0528255067765712,0.5600000023841858,0.4756363636363636,1,low_topk_route_overlap,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.39.mlp.gate,128.0,0.12,17.553182147980863,0.1371342355311005,0.0520595833659172,0.4000000059604645,0.4408267288267288,2,low_topk_route_overlap|low_top1_route_agreement,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.40.mlp.gate,128.0,0.24,11.659751932201848,0.09109181197032694,0.0608366057276725,0.5600000023841858,0.4964804084804085,1,low_topk_route_overlap,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.41.mlp.gate,128.0,0.12,16.60632219546451,0.1297368921520665,0.0272680092602968,0.5600000023841858,0.5251717171717172,1,fragile_topk_boundary,small_lambda_router_with_overlap_guard,router margins are small; use small router lambda and verify route overlap after materialization.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.42.mlp.gate,128.0,0.08,17.924440600197848,0.14003469218904568,0.0487154498696327,0.3600000143051147,0.5030445110445111,2,low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.43.mlp.gate,128.0,0.2,10.91987222860677,0.0853115017859904,0.0597280710935592,0.5199999809265137,0.5841802641802641,0,,router_probe_passed_for_small_lambda,no routing-collapse flag is triggered under the current thresholds.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.44.mlp.gate,128.0,0.16,15.177436054938088,0.11857371917920381,0.0561102405190467,0.5600000023841858,0.5367849927849928,0,,router_probe_passed_for_small_lambda,no routing-collapse flag is triggered under the current thresholds.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.45.mlp.gate,128.0,0.16,11.030797474383096,0.08617810526861794,0.0541083849966526,0.3600000143051147,0.5217111777111777,1,low_top1_route_agreement,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.46.mlp.gate,128.0,0.28,10.987542278854464,0.0858401740535505,0.0273617152124643,0.2399999946355819,0.4702177822177822,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,0,model.layers.47.mlp.gate,128.0,0.16,12.85142283320083,0.10040174088438149,0.0250893384218215,0.4399999976158142,0.481997113997114,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,1,model.layers.0.mlp.gate,128.0,0.08,20.026746939740544,0.156458960466723,0.0218834560364484,0.4399999976158142,0.630968142968143,2,low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,1,model.layers.1.mlp.gate,128.0,0.12,18.554030199675733,0.14495336093496666,0.0379228815436363,0.4799999892711639,0.4702568542568542,3,low_topk_route_overlap|low_top1_route_agreement|fragile_topk_boundary,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,1,model.layers.2.mlp.gate,128.0,0.2,14.214338644722416,0.11104952066189387,0.0628226101398468,0.4399999976158142,0.4456290376290376,2,low_topk_route_overlap|low_top1_route_agreement,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
results/moe_routing_probe/qwen3_30b_instruct_vs_coder,/srv/home/bohanlyu/.cache/huggingface/hub/models--Qwen--Qwen3-30B-A3B-Instruct-2507/snapshots/0d7cf23991f47feeb3a57ecb4c9cee8ea4a17bfe,general,1,model.layers.3.mlp.gate,128.0,0.12,15.710538097008197,0.12273857888287654,0.0591509714722633,0.3600000143051147,0.513004329004329,1,low_top1_route_agreement,calibrate_router_before_average,source routers disagree on token-to-expert assignment; freeze the anchor router or apply router calibration before opening router deltas.
