tensor,layer_id,expert_id,projection,channel_axis,chunk_id,chunk_start,chunk_end,chunk_size,chunk_instruct_norm,chunk_delta_norm,chunk_relative_delta,chunk_cosine,chunk_delta_energy_share,chunk_relative_delta_excess
model.layers.9.mlp.experts.47.up_proj.weight,9,47,up_proj,0,4,384,480,96,6.779484250867736,9.85847190916468,1.45416252097685,-0.0027077264465556207,0.1297581556187887,0.018510778682640838
model.layers.2.mlp.experts.92.gate_proj.weight,2,92,gate_proj,0,5,480,576,96,5.339610141424404,7.764414518332982,1.4541163704250761,0.0333035507202808,0.12128870104429104,0.03995720368058264
model.layers.12.mlp.experts.71.down_proj.weight,12,71,down_proj,1,3,288,384,96,6.945755728791718,10.091818609965467,1.4529475270966716,-0.0009493579393466668,0.1213733125029641,-0.002847862923082589
model.layers.12.mlp.experts.71.down_proj.weight,12,71,down_proj,1,5,480,576,96,7.084024223592086,10.284165545834096,1.4517405956327065,0.0017384088078578447,0.12604407946362042,-0.0040547943870477
model.layers.9.mlp.experts.47.gate_proj.weight,9,47,gate_proj,0,4,384,480,96,6.7991608382393816,9.862969518588677,1.4506157087971843,0.002941318916285592,0.13046978866963269,0.015949302381988772
model.layers.12.mlp.experts.71.gate_proj.weight,12,71,gate_proj,0,3,288,384,96,7.060760553907021,10.24079369926083,1.4503811057003146,-0.002647208678426202,0.12156607872401315,-4.7625419801189395e-06
model.layers.12.mlp.experts.71.down_proj.weight,12,71,down_proj,1,7,672,768,96,7.037706454079274,10.206004181965863,1.4501889569506192,-0.00040239198225716904,0.12413544826851798,-0.005606433069134997
model.layers.9.mlp.experts.47.gate_proj.weight,9,47,gate_proj,0,1,96,192,96,6.536976617172272,9.477538609688938,1.449835170710566,0.007755879503407567,0.12047188389031112,0.015168764295370396
model.layers.9.mlp.experts.47.up_proj.weight,9,47,up_proj,0,1,96,192,96,6.573826778737458,9.527316523126327,1.4492801291846793,0.003980779775733551,0.1211871703439778,0.013628386890470079
model.layers.12.mlp.experts.71.up_proj.weight,12,71,up_proj,0,4,384,480,96,7.171604791342251,10.390246850496759,1.448803601537014,0.0029021580000804115,0.1260570311860814,-0.00048144392487103893
model.layers.9.mlp.experts.47.down_proj.weight,9,47,down_proj,1,1,96,192,96,6.634159306358903,9.606669620440222,1.4480613408291447,0.003871895755795611,0.12127062617597474,0.016356961534209846
model.layers.12.mlp.experts.71.gate_proj.weight,12,71,gate_proj,0,5,480,576,96,7.243645612805476,10.487181331989976,1.447776698717909,-0.0034433524297940673,0.1274860684794417,-0.002609169524385724
model.layers.9.mlp.experts.47.down_proj.weight,9,47,down_proj,1,4,384,480,96,6.859133913847702,9.920882239949496,1.446375353588085,0.0014881131573682366,0.12933334162096438,0.014670974293150119
model.layers.12.mlp.experts.71.up_proj.weight,12,71,up_proj,0,3,288,384,96,7.063902589050733,10.213223984268241,1.445833072514201,-0.0006821603911021244,0.12179825223446988,-0.0034519729476840677
model.layers.12.mlp.experts.71.down_proj.weight,12,71,down_proj,1,0,0,96,96,7.099835847918092,10.263302242689957,1.4455689487102013,-0.0008098290868771682,0.12553319145444722,-0.01022644130955297
model.layers.12.mlp.experts.71.gate_proj.weight,12,71,gate_proj,0,7,672,768,96,7.1708249588746975,10.354064777162058,1.4439154262645535,0.0030362541717518163,0.12427018040845984,-0.00647044197774127
model.layers.12.mlp.experts.71.up_proj.weight,12,71,up_proj,0,0,0,96,96,7.163312200861534,10.343213024203964,1.4439148726422928,-0.0002103948783996661,0.1249183623494425,-0.005370172819592289
model.layers.12.mlp.experts.71.up_proj.weight,12,71,up_proj,0,5,480,576,96,7.20124179939607,10.391560401974798,1.4430233967211439,0.001101807304771903,0.12608890586020782,-0.006261648740741199
model.layers.9.mlp.experts.47.up_proj.weight,9,47,up_proj,0,2,192,288,96,6.585655414517945,9.499330597432452,1.4424275185263062,-0.001329554720136302,0.12047625580268347,0.006775776232097019
model.layers.12.mlp.experts.71.up_proj.weight,12,71,up_proj,0,7,672,768,96,7.151682366334883,10.308144869324094,1.4413594370252834,0.0033717297890467172,0.1240727391822808,-0.007925608436601728
model.layers.12.mlp.experts.71.down_proj.weight,12,71,down_proj,1,6,576,672,96,7.066173037196412,10.182492388659918,1.4410193940990643,0.0033657906780326726,0.12356416002006419,-0.0147759959206899
model.layers.12.mlp.experts.71.up_proj.weight,12,71,up_proj,0,6,576,672,96,7.159019767110502,10.309667949786903,1.4400949131542982,-0.00249341900512913,0.12410940663859843,-0.009190132307586918
model.layers.9.mlp.experts.47.up_proj.weight,9,47,up_proj,0,7,672,768,96,6.870155708514074,9.89051662102449,1.4396350011059185,-0.002552117358334471,0.1306030777497449,0.003983258811709245
model.layers.9.mlp.experts.47.gate_proj.weight,9,47,gate_proj,0,7,672,768,96,6.840792639687961,9.844147979926124,1.4390361612211007,0.002467401537484372,0.12997231189817662,0.004369754805905179
model.layers.9.mlp.experts.47.gate_proj.weight,9,47,gate_proj,0,2,192,288,96,6.594155538661975,9.485205524411795,1.4384261136698095,0.0037947744278122725,0.12066687571121466,0.003759707254614053
model.layers.9.mlp.experts.47.down_proj.weight,9,47,down_proj,1,2,192,288,96,6.661713985720121,9.571175024907959,1.4367436136442489,0.0043354160043014515,0.12037614349257883,0.00503923434931397
model.layers.12.mlp.experts.71.gate_proj.weight,12,71,gate_proj,0,6,576,672,96,7.196296682572468,10.335858149378891,1.4362746014084735,0.0007367260581969921,0.12383353031257617,-0.014111266833821245
model.layers.12.mlp.experts.71.gate_proj.weight,12,71,gate_proj,0,0,0,96,96,7.204090641194955,10.337402239963422,1.4349350604851274,0.00546393749720518,0.12387053245947893,-0.01545080775716734
model.layers.2.mlp.experts.92.gate_proj.weight,2,92,gate_proj,0,1,96,192,96,5.39499529169282,7.740511838958244,1.4347578487931278,0.03759483151760714,0.12054307818730536,0.020598682048634354
model.layers.9.mlp.experts.47.down_proj.weight,9,47,down_proj,1,7,672,768,96,6.954106156634664,9.975829095252951,1.4345235563790424,-0.0015727867993352135,0.13076993562916756,0.0028191770841075048
model.layers.9.mlp.experts.47.up_proj.weight,9,47,up_proj,0,0,0,96,96,6.737208361143719,9.655979782323522,1.433231579716841,0.0029959394123015713,0.12448245731049497,-0.0024201625773683233
model.layers.9.mlp.experts.47.gate_proj.weight,9,47,gate_proj,0,0,0,96,96,6.770231656459689,9.699166834335486,1.4326196394005526,-0.0007233350453142119,0.12617213046246215,-0.002046767014642903
model.layers.9.mlp.experts.47.down_proj.weight,9,47,down_proj,1,0,0,96,96,6.840783159807213,9.792284703871701,1.4314566731782896,-0.0011625181062284442,0.12600215505141807,-0.0002477061166452632
model.layers.2.mlp.experts.92.gate_proj.weight,2,92,gate_proj,0,2,192,288,96,5.550760632878671,7.941486949294843,1.4307024702624083,0.054485625390877354,0.12688391550136666,0.016543303517914776
model.layers.9.mlp.experts.47.gate_proj.weight,9,47,gate_proj,0,5,480,576,96,6.683920499482935,9.556113510204966,1.4297168123026334,-0.00127629464838845,0.12247774355006431,-0.004949594112562128
model.layers.9.mlp.experts.47.up_proj.weight,9,47,up_proj,0,6,576,672,96,6.806814358435602,9.714088622265624,1.4271123187349855,-0.00295979772707007,0.12598521450952205,-0.008539423559223769
model.layers.9.mlp.experts.47.gate_proj.weight,9,47,gate_proj,0,6,576,672,96,6.781802106610928,9.6776135603584,1.4269973390884738,0.0005017005842734418,0.1256119996755048,-0.007669067326721679
model.layers.2.mlp.experts.92.gate_proj.weight,2,92,gate_proj,0,4,384,480,96,5.351982155934054,7.63566893559393,1.4266992514404817,0.036692432208289584,0.11729975345089544,0.012540084695988218
model.layers.9.mlp.experts.47.up_proj.weight,9,47,up_proj,0,5,480,576,96,6.700518334678978,9.555878384876136,1.426140174174146,0.00140968415001603,0.1219148714851325,-0.009511568120063263
model.layers.9.mlp.experts.47.down_proj.weight,9,47,down_proj,1,5,480,576,96,6.760007151312121,9.637390484416468,1.425647971769652,5.787801055518988e-05,0.12204748130871854,-0.006056407525282914
model.layers.2.mlp.experts.92.gate_proj.weight,2,92,gate_proj,0,6,576,672,96,5.556754584727724,7.902146311022138,1.4220794153372416,0.0735778079289214,0.12562991098175,0.007920248592748091
model.layers.2.mlp.experts.92.gate_proj.weight,2,92,gate_proj,0,3,288,384,96,5.373796372605091,7.634888287659424,1.4207624848944933,0.06500095964708692,0.11727576992565092,0.006603318149999815
model.layers.9.mlp.experts.47.down_proj.weight,9,47,down_proj,1,6,576,672,96,6.876443607314053,9.767390855970739,1.4204131399524256,0.0031878869082014967,0.12536232654121868,-0.011291239342509307
model.layers.2.mlp.experts.92.up_proj.weight,2,92,up_proj,0,3,288,384,96,5.736191131961397,8.133682072568192,1.4179586916566032,0.025035519897405666,0.1163774193742342,0.0384013416673763
model.layers.9.mlp.experts.47.up_proj.weight,9,47,up_proj,0,3,288,384,96,6.858207585915135,9.698949729454844,1.4142105802358342,0.00010629379544534134,0.12559283792383008,-0.021441162058374985
model.layers.9.mlp.experts.47.down_proj.weight,9,47,down_proj,1,3,288,384,96,6.905589352592624,9.746943067953248,1.4114570922601806,0.0023148474519315244,0.12483799017995922,-0.020247287034754313
model.layers.2.mlp.experts.92.up_proj.weight,2,92,up_proj,0,6,576,672,96,5.936898612635957,8.3767324904641,1.4109610146677016,0.03607775090744357,0.1234365088602126,0.031403664678474774
model.layers.9.mlp.experts.47.gate_proj.weight,9,47,gate_proj,0,3,288,384,96,6.819262586535372,9.621411335729732,1.4109166810392666,0.002577327354329239,0.12415726614263366,-0.0237497253759289
model.layers.2.mlp.experts.92.down_proj.weight,2,92,down_proj,1,3,288,384,96,6.124657134755426,8.611157352227645,1.4059819452361084,0.04127722362628835,0.12130976611481636,0.0254757254942215
model.layers.2.mlp.experts.92.down_proj.weight,2,92,down_proj,1,6,576,672,96,6.233704036086529,8.759005898283885,1.4051045490094716,0.05683835444567654,0.12551116265202078,0.02459832926758465
model.layers.2.mlp.experts.92.gate_proj.weight,2,92,gate_proj,0,0,0,96,96,5.825382845498728,8.178685226172272,1.4039738576996599,0.12081474801805953,0.13457670988950723,-0.010185309044833613
model.layers.20.mlp.experts.124.up_proj.weight,20,124,up_proj,0,7,672,768,96,9.266905723433887,13.007203087263623,1.40361879957097,0.04443674989333977,0.12510127372926066,0.008201794768808668
model.layers.20.mlp.experts.124.up_proj.weight,20,124,up_proj,0,3,288,384,96,9.26633310426615,12.973843596859847,1.4001054625250615,0.045884231750548204,0.124460403731964,0.004688457722900274
model.layers.20.mlp.experts.124.up_proj.weight,20,124,up_proj,0,5,480,576,96,9.282352677421137,12.977723034724374,1.3981070840253722,0.04804531538383801,0.12453484714391386,0.0026900792232109616
model.layers.20.mlp.experts.124.up_proj.weight,20,124,up_proj,0,0,0,96,96,9.319978923855638,13.014205214054204,1.3963771077574798,0.04659707262732934,0.12523600073473098,0.0009601029553185647
model.layers.20.mlp.experts.124.up_proj.weight,20,124,up_proj,0,2,192,288,96,9.316859920819873,13.005416915294372,1.3959013042829898,0.04779192824187641,0.12506691783514315,0.0004842994808285095
model.layers.2.mlp.experts.92.down_proj.weight,2,92,down_proj,1,2,192,288,96,6.436923399351673,8.97048773861013,1.3935986467562498,0.03402507014046724,0.1316451394390406,0.013092427014362862
model.layers.16.mlp.experts.91.up_proj.weight,16,91,up_proj,0,3,288,384,96,9.429308032702396,13.136184431967452,1.3931228449011313,0.02126822180567021,0.12667219839561789,0.0138247568579013
model.layers.14.mlp.experts.73.gate_proj.weight,14,73,gate_proj,0,2,192,288,96,5.810277042054012,8.094221300225936,1.3930869804728827,0.0006847004374284606,0.13340064130227497,0.04993804708321603
model.layers.20.mlp.experts.124.up_proj.weight,20,124,up_proj,0,6,576,672,96,9.302809211002266,12.959352770055686,1.3930579974411268,0.05485919089829898,0.12418253280903267,-0.0023590073610344486
model.layers.2.mlp.experts.92.down_proj.weight,2,92,down_proj,1,4,384,480,96,6.164636776163803,8.583073534937956,1.39230807046496,0.027451469627702854,0.12051979427881258,0.011801850723073048
model.layers.20.mlp.experts.124.up_proj.weight,20,124,up_proj,0,1,96,192,96,9.384522751474856,13.046399574983022,1.390203840992625,0.05237198756302965,0.12585638130551946,-0.005213163809536292
model.layers.16.mlp.experts.91.up_proj.weight,16,91,up_proj,0,2,192,288,96,9.434632933187405,13.115561152155767,1.3901506550424738,0.023225904345745067,0.12627477012760627,0.010852566999243862
model.layers.2.mlp.experts.92.up_proj.weight,2,92,up_proj,0,2,192,288,96,6.17466159155817,8.578757340935134,1.389348584327889,0.021699346278528972,0.1294622361380545,0.009791234338662136
model.layers.16.mlp.experts.91.gate_proj.weight,16,91,gate_proj,0,2,192,288,96,9.44560812967874,13.122136848237302,1.3892315527050778,0.029024009411433845,0.12605533189755322,0.01917845668270801
model.layers.16.mlp.experts.91.down_proj.weight,16,91,down_proj,1,3,288,384,96,9.600079265903021,13.33152478986017,1.388689032726039,0.027790275537643794,0.12811471963673565,0.020150863381329875
model.layers.2.mlp.experts.92.up_proj.weight,2,92,up_proj,0,4,384,480,96,5.888417283053676,8.17553022339186,1.3884087744461122,0.015675960744203354,0.11757803390506016,0.00885142445688536
model.layers.2.mlp.experts.92.down_proj.weight,2,92,down_proj,1,1,96,192,96,6.273840942331717,8.703963453356366,1.3873420657874498,0.04833642116948808,0.12393867036701463,0.006835846045562866
model.layers.16.mlp.experts.91.gate_proj.weight,16,91,gate_proj,0,3,288,384,96,9.483590660782923,13.154839591857439,1.387115920793173,0.03037869781389892,0.12668442029633073,0.01706282477080312
model.layers.20.mlp.experts.124.up_proj.weight,20,124,up_proj,0,4,384,480,96,9.400073891207253,13.031114755930384,1.3862779066151358,0.05201990946931529,0.12556165399315905,-0.009139098187025407
model.layers.18.mlp.experts.98.up_proj.weight,18,98,up_proj,0,7,672,768,96,8.931455048435645,12.359489816549493,1.3838159347523418,0.10463574954300467,0.12426578156292725,0.010226964386912396
model.layers.16.mlp.experts.91.gate_proj.weight,16,91,gate_proj,0,5,480,576,96,9.461637437981468,13.08940952073708,1.3834190547391716,0.03658937636198953,0.1254273382066451,0.013365958716801796
model.layers.16.mlp.experts.91.up_proj.weight,16,91,up_proj,0,5,480,576,96,9.439423421934956,13.056962441106911,1.3832372865874056,0.03232023172201807,0.12514893058965312,0.003939198544175682
model.layers.14.mlp.experts.73.down_proj.weight,14,73,down_proj,1,2,192,288,96,6.171157988414229,8.534616330176789,1.3829845786155097,-0.003636250525278554,0.1351985282072464,0.0420263981374962
model.layers.14.mlp.experts.73.up_proj.weight,14,73,up_proj,0,2,192,288,96,5.940020217090457,8.21444113448112,1.3828978411296924,-0.0016609846705659466,0.1345319823556534,0.04082006569190488
model.layers.15.mlp.experts.110.up_proj.weight,15,110,up_proj,0,6,576,672,96,9.411662524734522,13.002316195218054,1.3815110944582891,0.03699936314495128,0.1253166415057599,0.005656011803272243
model.layers.20.mlp.experts.124.down_proj.weight,20,124,down_proj,1,7,672,768,96,9.362622444360582,12.932085903874723,1.3812461178186404,0.0831332036937296,0.12524785216880305,0.009447766912173972
model.layers.2.mlp.experts.92.down_proj.weight,2,92,down_proj,1,5,480,576,96,6.36426373151194,8.785827529655894,1.380493942473479,0.05397431870230147,0.1262810144949822,-1.227726840791199e-05
model.layers.15.mlp.experts.110.up_proj.weight,15,110,up_proj,0,0,0,96,96,9.411870044230964,12.987912941206504,1.3799503053240187,0.03813289420638627,0.12503915745286448,0.004095222669001863
model.layers.15.mlp.experts.126.down_proj.weight,15,126,down_proj,1,0,0,96,96,9.263760615548499,12.779057918683305,1.3794676318853334,0.03760569809436523,0.12447427377159034,0.003536900259050846
model.layers.15.mlp.experts.110.up_proj.weight,15,110,up_proj,0,7,672,768,96,9.428938664472206,13.005700255493442,1.3793387271144635,0.036440530536019394,0.12538188130591077,0.0034836444594466
model.layers.15.mlp.experts.126.up_proj.weight,15,126,up_proj,0,0,0,96,96,9.184534541480714,12.6651787804215,1.3789679513121678,0.026107910195835787,0.12458537186831678,0.008225850651887967
model.layers.15.mlp.experts.126.up_proj.weight,15,126,up_proj,0,2,192,288,96,9.221970852205388,12.713021302764,1.3785579575675784,0.021528227174122477,0.1255283883625192,0.00781585690729858
model.layers.15.mlp.experts.126.down_proj.weight,15,126,down_proj,1,5,480,576,96,9.307715498985699,12.83059174288763,1.378489893066224,0.030523376144611116,0.12548022733443287,0.002559161439941393
model.layers.16.mlp.experts.91.up_proj.weight,16,91,up_proj,0,4,384,480,96,9.474403028378127,13.0592965756499,1.3783767205737556,0.038266945605878296,0.12519367921372535,-0.0009213674694743546
model.layers.16.mlp.experts.91.up_proj.weight,16,91,up_proj,0,6,576,672,96,9.457303118510616,13.033773127661819,1.3781701785735343,0.0355101295599607,0.12470479349501293,-0.0011279094696956538
model.layers.15.mlp.experts.126.down_proj.weight,15,126,down_proj,1,1,96,192,96,9.291400124414654,12.804990772987267,1.3781551328674444,0.0354505464335003,0.12497998374321727,0.0022244012411618552
model.layers.15.mlp.experts.126.down_proj.weight,15,126,down_proj,1,2,192,288,96,9.281125051768374,12.7903301191042,1.3781012590350996,0.03657409855515737,0.12469396411114235,0.002170527408817069
model.layers.20.mlp.experts.124.down_proj.weight,20,124,down_proj,1,2,192,288,96,9.38728971487074,12.934570570557284,1.3778812589609513,0.08369009920199101,0.1252959850165599,0.006082908054484859
model.layers.15.mlp.experts.126.gate_proj.weight,15,126,gate_proj,0,2,192,288,96,9.23482237376022,12.723270297202054,1.3777493255694764,0.028951556417634697,0.12526850657352268,0.009663530396694098
model.layers.20.mlp.experts.124.down_proj.weight,20,124,down_proj,1,3,288,384,96,9.341818721553485,12.87027335207868,1.3777053200983582,0.08755459732718192,0.12405339875500024,0.00590696919189182
model.layers.15.mlp.experts.126.down_proj.weight,15,126,down_proj,1,6,576,672,96,9.302298263908906,12.810561614995713,1.377139417760682,0.037461796373416234,0.12508875308280595,0.0012086861343993949
model.layers.16.mlp.experts.91.up_proj.weight,16,91,up_proj,0,1,96,192,96,9.455799273069312,13.016928581178433,1.3766079635649027,0.04133397660970766,0.12438267060863774,-0.0026901244783272826
model.layers.15.mlp.experts.126.down_proj.weight,15,126,down_proj,1,4,384,480,96,9.303393526209435,12.80101428781622,1.3759510711605738,0.0365153573557285,0.12490237277197312,2.0339534291258232e-05
model.layers.18.mlp.experts.98.up_proj.weight,18,98,up_proj,0,2,192,288,96,9.017769966621373,12.406548253853499,1.3757889477970102,0.12683898629107285,0.12521386051483224,0.0021999774315808462
model.layers.20.mlp.experts.124.gate_proj.weight,20,124,gate_proj,0,7,672,768,96,9.478116982717925,13.036128386547398,1.375392222982374,0.06306173267933636,0.12526666841228806,0.0034399043331416745
model.layers.5.mlp.experts.4.gate_proj.weight,5,4,gate_proj,0,4,384,480,96,6.940804459176713,9.544378925178044,1.375111340668738,0.001982203326302493,0.12732151183750517,0.010812239098616505
model.layers.16.mlp.experts.91.down_proj.weight,16,91,down_proj,1,5,480,576,96,9.607381970655592,13.210566736000697,1.3750433548234609,0.044153515645615864,0.125800474741269,0.006505185478751674
model.layers.16.mlp.experts.91.down_proj.weight,16,91,down_proj,1,2,192,288,96,9.64011375518415,13.254736863340828,1.3749564787254558,0.0431273867200815,0.1266431202552931,0.006418309380746612
model.layers.20.mlp.experts.124.gate_proj.weight,20,124,gate_proj,0,3,288,384,96,9.449829132311484,12.992808773855804,1.3749252596991335,0.06334707631957692,0.12443551868035342,0.00297294104990109
model.layers.18.mlp.experts.98.up_proj.weight,18,98,up_proj,0,3,288,384,96,9.048069059801517,12.437455833778365,1.3745978010971547,0.1276628736791409,0.1258385109697572,0.0010088307317253076
model.layers.18.mlp.experts.98.up_proj.weight,18,98,up_proj,0,6,576,672,96,8.993924527466401,12.362772748231444,1.3745693229331615,0.11962488819671312,0.12433180536456359,0.0009803525677321012
model.layers.15.mlp.experts.126.down_proj.weight,15,126,down_proj,1,3,288,384,96,9.343397255047277,12.842146056326849,1.374462168927855,0.03946849729125622,0.12570632613272242,-0.0014685626984274336
model.layers.15.mlp.experts.110.up_proj.weight,15,110,up_proj,0,3,288,384,96,9.443715455088622,12.97863716200618,1.3743147200620929,0.04184978093287495,0.12486061892211182,-0.001540362592924005
model.layers.18.mlp.experts.98.up_proj.weight,18,98,up_proj,0,0,0,96,96,9.005932442164555,12.375188652681345,1.3741151993037821,0.12061005581397681,0.12458166306396913,0.0005262289383527463
model.layers.5.mlp.experts.4.up_proj.weight,5,4,up_proj,0,4,384,480,96,7.004119206013757,9.622000883442931,1.3737631528574574,0.0015829987568630076,0.1275017502427729,0.007689886294191428
model.layers.20.mlp.experts.124.gate_proj.weight,20,124,gate_proj,0,0,0,96,96,9.487518141657556,13.032825402186097,1.3736812101535694,0.06516660863051299,0.1252031984282929,0.0017288915043369713
model.layers.15.mlp.experts.110.up_proj.weight,15,110,up_proj,0,1,96,192,96,9.498697693554373,13.046027058897447,1.3734542860280965,0.039794628061872284,0.1261606305223093,-0.0024007966269203873
model.layers.15.mlp.experts.110.up_proj.weight,15,110,up_proj,0,4,384,480,96,9.414645988141627,12.930364290255358,1.373430748914193,0.04461627215018939,0.12393353059701384,-0.0024243337408238474
model.layers.15.mlp.experts.126.gate_proj.weight,15,126,gate_proj,0,5,480,576,96,9.257196874309553,12.713242146632236,1.3733360453760957,0.032139116900659626,0.12507111763818501,0.005250250203313378
