tensor,group,projection,layer,numel,instruct_delta_l2,coder_delta_l2,delta_l2_ratio_instruct_over_coder,delta_dot,delta_cosine,sign_conflict_rate
model.layers.10.self_attn.q_proj.weight,attention,attn_q,10.0,802816,1.6746426072948695,22.37192075202229,0.07485466383763636,4.940547943115234,0.13187112439034343,0.44469053005012504
model.layers.10.self_attn.v_proj.bias,attention,attn_v,10.0,128,0.005385212162916415,0.45973339243312805,0.01171377205039492,0.00026647275080904365,0.10763262633498892,0.3359375
model.layers.10.self_attn.v_proj.weight,attention,attn_v,10.0,114688,0.3233386584380881,4.69055625463604,0.0689339687843009,0.35709601640701294,0.23545234733439452,0.4096473788845872
model.layers.11.input_layernorm.weight,norm_anchor,norm_anchor,11.0,896,0.21716730586514366,6.394383600635802,0.03396219548723202,0.3409542441368103,0.24552909953399818,0.1344632768361582
model.layers.11.mlp.down_proj.weight,mlp,mlp_down,11.0,4358144,3.1585275722820154,40.457629987664255,0.07807000986575505,17.76788902282715,0.13904350995910056,0.4444838867933707
model.layers.11.mlp.gate_proj.weight,mlp,mlp_gate,11.0,4358144,3.7669418375108927,44.48632190813332,0.0846764055992274,21.22547721862793,0.12666074805318012,0.4493286213567638
model.layers.11.mlp.up_proj.weight,mlp,mlp_up,11.0,4358144,3.372847541790339,44.12511619141926,0.07643826992224977,21.88271713256836,0.1470343052003132,0.4417561554080923
model.layers.11.post_attention_layernorm.weight,norm_anchor,norm_anchor,11.0,896,0.23769218298576641,2.7910520152128186,0.08516221900925136,-0.26558399200439453,-0.40033085582511335,0.49550561797752807
model.layers.11.self_attn.k_proj.bias,attention,attn_k,11.0,128,0.12267067712017475,5.1522619372532255,0.023809091737593793,0.3156728744506836,0.49945753361596923,0.4645669291338583
model.layers.11.self_attn.k_proj.weight,attention,attn_k,11.0,114688,0.4961156464798133,7.4175953944352395,0.06688362199588355,0.24168172478675842,0.06567464703191087,0.46443084113779454
model.layers.11.self_attn.o_proj.weight,attention,attn_o,11.0,802816,1.440607278512121,15.195124215575133,0.09480720644820304,3.338250160217285,0.1524997104838717,0.4385427955703377
model.layers.11.self_attn.q_proj.bias,attention,attn_q,11.0,896,0.05106039534857361,6.834349424909995,0.0074711420464495856,-0.050221603363752365,-0.1439160468596569,0.2716049382716049
model.layers.11.self_attn.q_proj.weight,attention,attn_q,11.0,802816,1.7601303755631577,19.609999056304957,0.08975678022775044,3.7245562076568604,0.10790762201787393,0.4508790549007591
model.layers.11.self_attn.v_proj.bias,attention,attn_v,11.0,128,0.008446814822698124,0.42718449611765774,0.01977322421451281,0.00029992256895639,0.08311907310726743,0.28125
model.layers.11.self_attn.v_proj.weight,attention,attn_v,11.0,114688,0.34151032561502215,4.604807721326768,0.0741638622679828,0.3208234906196594,0.20400970133819904,0.4213353330484902
model.layers.12.input_layernorm.weight,norm_anchor,norm_anchor,12.0,896,0.13639750204623663,3.3809056358764544,0.0403434809297413,0.13176846504211426,0.28574064498932017,0.09806157354618016
model.layers.12.mlp.down_proj.weight,mlp,mlp_down,12.0,4358144,3.1906552125581986,42.10717178837383,0.0757746264364202,19.03174591064453,0.14165851427619847,0.4434503560705234
model.layers.12.mlp.gate_proj.weight,mlp,mlp_gate,12.0,4358144,3.9068152667178,45.61624487915462,0.08564526249514037,23.014074325561523,0.12913712214947679,0.4488208309163136
model.layers.12.mlp.up_proj.weight,mlp,mlp_up,12.0,4358144,3.492614037325153,46.193631189807974,0.07560812924565569,23.836380004882812,0.147743234490693,0.4415763516504294
model.layers.12.post_attention_layernorm.weight,norm_anchor,norm_anchor,12.0,896,0.2206836793148011,2.82081172677522,0.07823410446718784,-0.2560396194458008,-0.41130392748814676,0.5392376681614349
model.layers.12.self_attn.k_proj.bias,attention,attn_k,12.0,128,0.21541139000997525,4.341445421279331,0.04961743592448483,-0.2510790228843689,-0.2684772069407434,0.46825396825396826
model.layers.12.self_attn.k_proj.weight,attention,attn_k,12.0,114688,0.4862779951494714,7.6213565313806155,0.06380465119919822,0.32961738109588623,0.08893919787679931,0.4538716428322288
model.layers.12.self_attn.o_proj.weight,attention,attn_o,12.0,802816,0.9651791070841093,14.148436421521218,0.06821807571725545,2.5974574089050293,0.19020944360785236,0.4269318593761095
model.layers.12.self_attn.q_proj.bias,attention,attn_q,12.0,896,0.07766393268506434,7.43950260673686,0.01043939854456608,-0.06519118696451187,-0.11283026547769713,0.23542600896860988
model.layers.12.self_attn.q_proj.weight,attention,attn_q,12.0,802816,1.7232370240965231,20.998490052207472,0.08206480655571553,4.529946327209473,0.12518721344199268,0.4470715292024948
model.layers.12.self_attn.v_proj.bias,attention,attn_v,12.0,128,0.0034439681846202266,0.23932446699639986,0.014390372316893257,-0.0001646137679927051,-0.19971924923900966,0.3515625
model.layers.12.self_attn.v_proj.weight,attention,attn_v,12.0,114688,0.30766764635683996,4.623210251390742,0.06654848679319487,0.3049090504646301,0.21436053971821145,0.41187498909991455
model.layers.13.input_layernorm.weight,norm_anchor,norm_anchor,13.0,896,0.20312793436131701,7.564901932044795,0.026851363862480566,0.5273315906524658,0.34317120105646,0.058426966292134834
model.layers.13.mlp.down_proj.weight,mlp,mlp_down,13.0,4358144,3.1406781396118486,41.881603665403475,0.07498944321003216,18.730741500854492,0.14239942510403814,0.44304315651191206
model.layers.13.mlp.gate_proj.weight,mlp,mlp_gate,13.0,4358144,3.73796426192457,43.23345877914249,0.08645998648916589,20.317951202392578,0.12572590967495434,0.4498839708606579
model.layers.13.mlp.up_proj.weight,mlp,mlp_up,13.0,4358144,3.454229532060116,45.96588727489931,0.07514767443521915,23.456443786621094,0.14773225574112603,0.44133428148099196
model.layers.13.post_attention_layernorm.weight,norm_anchor,norm_anchor,13.0,896,0.23832126969259504,2.7732571395469874,0.08593551109780066,-0.3363676071166992,-0.5089337147016586,0.6159014557670772
model.layers.13.self_attn.k_proj.bias,attention,attn_k,13.0,128,0.2329875649466701,4.812265761979072,0.048415357021107795,-0.07589913159608841,-0.06769466772273072,0.4296875
model.layers.13.self_attn.k_proj.weight,attention,attn_k,13.0,114688,0.4828226224214714,7.574021571456776,0.06374719399282171,0.21599507331848145,0.05906493047385135,0.46428789424577743
model.layers.13.self_attn.o_proj.weight,attention,attn_o,13.0,802816,0.9765985405947163,13.66543821690897,0.07146485353000383,2.3671000003814697,0.177368695348554,0.43284924496665195
model.layers.13.self_attn.q_proj.bias,attention,attn_q,13.0,896,0.055897484713924056,6.075245152931106,0.009200860756533482,-0.028683822602033615,-0.08446581063705134,0.23820224719101124
model.layers.13.self_attn.q_proj.weight,attention,attn_q,13.0,802816,1.7172555148094037,20.398712775813973,0.08418450387935715,3.9540302753448486,0.11287618109566833,0.4535236567203223
model.layers.13.self_attn.v_proj.bias,attention,attn_v,13.0,128,0.005042302574092316,0.3560131431695664,0.014163248382351728,-0.0005168202915228903,-0.2879019605954846,0.328125
model.layers.13.self_attn.v_proj.weight,attention,attn_v,13.0,114688,0.3024829558819962,4.499487317868251,0.06722609366644583,0.313120037317276,0.2300630747093844,0.41097419529253765
model.layers.14.input_layernorm.weight,norm_anchor,norm_anchor,14.0,896,0.21209357608525553,3.4116772452822324,0.062166952157782444,0.2636203169822693,0.36432034475603264,0.1125
model.layers.14.mlp.down_proj.weight,mlp,mlp_down,14.0,4358144,3.0935695094624087,43.11881890712352,0.07174522836828748,19.543916702270508,0.14651593739522006,0.441907676336884
model.layers.14.mlp.gate_proj.weight,mlp,mlp_gate,14.0,4358144,3.810342772476278,45.253137300599114,0.08420063226038103,21.713909149169922,0.12592886157488725,0.4497272472984598
model.layers.14.mlp.up_proj.weight,mlp,mlp_up,14.0,4358144,3.5093313892131084,46.899615932429285,0.07482644195357985,24.415149688720703,0.14834254448439568,0.44146259975410546
model.layers.14.post_attention_layernorm.weight,norm_anchor,norm_anchor,14.0,896,0.23931958705065023,2.1687507387539267,0.11034905154114356,-0.304962158203125,-0.5875679083791915,0.7162011173184357
model.layers.14.self_attn.k_proj.bias,attention,attn_k,14.0,128,0.39292929965139545,6.394028333346414,0.0614525427737274,0.6746229529380798,0.2685172203030257,0.484375
model.layers.14.self_attn.k_proj.weight,attention,attn_k,14.0,114688,0.4326008778548185,7.26182171121198,0.0595719497198477,0.25091490149497986,0.07987180071261497,0.4594476756860454
model.layers.14.self_attn.o_proj.weight,attention,attn_o,14.0,802816,0.8538066446438493,13.12672282219676,0.06504339706176294,2.036072254180908,0.18166754213717862,0.42585821792637457
model.layers.14.self_attn.q_proj.bias,attention,attn_q,14.0,896,0.07953389664576145,10.191187279053324,0.007804183601770635,-0.013706522062420845,-0.01691025771540583,0.226457399103139
model.layers.14.self_attn.q_proj.weight,attention,attn_q,14.0,802816,1.622840987641748,20.75990665598558,0.07817188268396398,4.0898661613464355,0.12139693774197266,0.4495234109129683
model.layers.14.self_attn.v_proj.bias,attention,attn_v,14.0,128,0.005534840477205666,0.4524857681892108,0.012232076379673502,0.0003389426274225116,0.1353368796990192,0.296875
model.layers.14.self_attn.v_proj.weight,attention,attn_v,14.0,114688,0.2799390066932012,4.294040036018832,0.06519245380691496,0.26750829815864563,0.2225398299649794,0.4098277741443209
model.layers.15.input_layernorm.weight,norm_anchor,norm_anchor,15.0,896,0.20323999524331796,4.918958205357086,0.04131769101473062,0.4472498893737793,0.4473711080386675,0.07174887892376682
model.layers.15.mlp.down_proj.weight,mlp,mlp_down,15.0,4358144,3.0470365041330782,42.91140918317572,0.07100760758347992,18.466947555541992,0.14123576347010489,0.44296028450100117
model.layers.15.mlp.gate_proj.weight,mlp,mlp_gate,15.0,4358144,3.7386200212225282,45.25742881871715,0.08260787496784051,20.290189743041992,0.11991814557403747,0.4511254317375146
model.layers.15.mlp.up_proj.weight,mlp,mlp_up,15.0,4358144,3.470234870987042,47.89250608051196,0.07245882821736745,25.040119171142578,0.15066416148038123,0.4403810582406621
model.layers.15.post_attention_layernorm.weight,norm_anchor,norm_anchor,15.0,896,0.23224947650304295,1.8413711978261182,0.12612854853884514,-0.15927505493164062,-0.3724360174782462,0.6150392817059483
model.layers.15.self_attn.k_proj.bias,attention,attn_k,15.0,128,0.2097957138418048,5.56089348042733,0.03772697941081276,0.2018452286720276,0.17301242776736045,0.4609375
model.layers.15.self_attn.k_proj.weight,attention,attn_k,15.0,114688,0.47068718531041764,7.5845927216251825,0.062058333596264816,0.2751288414001465,0.07706753702967396,0.4573033022035036
model.layers.15.self_attn.o_proj.weight,attention,attn_o,15.0,802816,0.9998409323541589,13.924031271531458,0.07180685771644275,2.366482734680176,0.16998376255046108,0.43476159452695723
model.layers.15.self_attn.q_proj.bias,attention,attn_q,15.0,896,0.0923804139678766,10.580578022330402,0.0087311311133387,0.01166495680809021,0.011934214433155019,0.24324324324324326
model.layers.15.self_attn.q_proj.weight,attention,attn_q,15.0,802816,1.6398282250718548,19.554311385216305,0.08386018780040591,3.980231285095215,0.12412733322265061,0.44527225912855656
model.layers.15.self_attn.v_proj.bias,attention,attn_v,15.0,128,0.005291766141356757,0.36147140548916573,0.014639515217519371,-3.720197128131986e-05,-0.019448735150645793,0.30708661417322836
model.layers.15.self_attn.v_proj.weight,attention,attn_v,15.0,114688,0.33167313729776193,5.149433045521382,0.06440964167622844,0.39322346448898315,0.23023413354508193,0.40833464134358816
model.layers.16.input_layernorm.weight,norm_anchor,norm_anchor,16.0,896,0.23874955981149087,8.110488374165914,0.029437137296438574,0.8530876636505127,0.4405589983922709,0.11235955056179775
model.layers.16.mlp.down_proj.weight,mlp,mlp_down,16.0,4358144,2.9143835305112193,40.690540580992995,0.07162312146505521,16.800682067871094,0.14167288890083454,0.44305892298308874
model.layers.16.mlp.gate_proj.weight,mlp,mlp_gate,16.0,4358144,3.7290967085827758,47.19378838480097,0.07901668495389857,21.369060516357422,0.1214218769185762,0.45041722551058927
model.layers.16.mlp.up_proj.weight,mlp,mlp_up,16.0,4358144,3.4089614855156407,45.79454798335715,0.07444033483537255,23.00650405883789,0.14737192603511134,0.442717068484079
model.layers.16.post_attention_layernorm.weight,norm_anchor,norm_anchor,16.0,896,0.2596334250069882,2.102984206317652,0.12345952205775675,-0.2440032958984375,-0.4468883973121132,0.6916201117318436
model.layers.16.self_attn.k_proj.bias,attention,attn_k,16.0,128,0.21128024406740933,7.214697554944779,0.029284698694348313,0.15579111874103546,0.10220347825236485,0.4765625
model.layers.16.self_attn.k_proj.weight,attention,attn_k,16.0,114688,0.46474728264509296,6.434590098642556,0.0722264006751784,0.07327456772327423,0.024502788961490454,0.4712925336170361
model.layers.16.self_attn.o_proj.weight,attention,attn_o,16.0,802816,1.114351260306251,13.250662733094181,0.08409777554167944,1.8998603820800781,0.1286654602301807,0.4434718265382263
model.layers.16.self_attn.q_proj.bias,attention,attn_q,16.0,896,0.061888440814453556,6.508536968228488,0.009508809908672691,0.002737816423177719,0.006796908240932917,0.2399103139013453
model.layers.16.self_attn.q_proj.weight,attention,attn_q,16.0,802816,1.7682163498366685,21.33995994328151,0.0828594034167041,3.5351181030273438,0.0936860493717681,0.46232812721886857
model.layers.16.self_attn.v_proj.bias,attention,attn_v,16.0,128,0.002134322267861149,0.220390165450879,0.009684289965909804,4.472385626286268e-05,0.09507953226816764,0.2677165354330709
model.layers.16.self_attn.v_proj.weight,attention,attn_v,16.0,114688,0.28630655631603774,3.706264919103022,0.0772493501045599,0.18382087349891663,0.17323158270346004,0.43036153403442684
model.layers.17.input_layernorm.weight,norm_anchor,norm_anchor,17.0,896,0.19489763067066782,5.3004111580342395,0.036770285334421,0.4748842716217041,0.45969699701651234,0.11261261261261261
model.layers.17.mlp.down_proj.weight,mlp,mlp_down,17.0,4358144,2.908590543316373,40.990478898782854,0.07095771070395421,17.701152801513672,0.14846906413862584,0.4406595116238086
model.layers.17.mlp.gate_proj.weight,mlp,mlp_gate,17.0,4358144,3.695368373198436,49.00490249709716,0.07540813642915285,22.459808349609375,0.1240248695951171,0.44863698559254106
model.layers.17.mlp.up_proj.weight,mlp,mlp_up,17.0,4358144,3.346989568606882,45.540964989638724,0.07349404144967885,23.265033721923828,0.15263252847275938,0.4406166718755091
model.layers.17.post_attention_layernorm.weight,norm_anchor,norm_anchor,17.0,896,0.28622445471441205,2.953577077665477,0.09690773160409458,-0.4415740966796875,-0.5223342978005016,0.6986607142857143
model.layers.17.self_attn.k_proj.bias,attention,attn_k,17.0,128,0.16176282079479284,4.155357551844004,0.03892873688402773,0.11864111572504044,0.1765013826040163,0.4645669291338583
model.layers.17.self_attn.k_proj.weight,attention,attn_k,17.0,114688,0.493067741430012,7.162467021766357,0.06884049028520554,0.13222885131835938,0.03744182419657445,0.472247172394548
model.layers.17.self_attn.o_proj.weight,attention,attn_o,17.0,802816,1.2475939482514915,16.328536179033318,0.07640574357507114,3.4492146968841553,0.16931666889280608,0.4363142618682811
model.layers.17.self_attn.q_proj.bias,attention,attn_q,17.0,896,0.08404670387441415,10.197708725229845,0.00824172430680205,-0.1454164683818817,-0.1696642352371228,0.284434490481523
model.layers.17.self_attn.q_proj.weight,attention,attn_q,17.0,802816,1.9612947419741964,21.533239884464088,0.09108219443509016,4.7482500076293945,0.11242977331476438,0.4548705702978733
model.layers.17.self_attn.v_proj.bias,attention,attn_v,17.0,128,0.00513985265610218,0.2853662423098798,0.018011424948157686,2.5150395231321454e-05,0.01714713426533104,0.272
model.layers.17.self_attn.v_proj.weight,attention,attn_v,17.0,114688,0.32179135189331604,5.3064030385947705,0.06064208646664202,0.3676130771636963,0.21528627872473854,0.41595011772913576
model.layers.18.input_layernorm.weight,norm_anchor,norm_anchor,18.0,896,0.19870602319128713,4.319355256746587,0.04600363049112935,0.2886998653411865,0.33636951144376,0.23522727272727273
model.layers.18.mlp.down_proj.weight,mlp,mlp_down,18.0,4358144,3.0537863570495487,42.88347361828695,0.07121126390627348,19.10232925415039,0.14586722446816083,0.4416153697531094
model.layers.18.mlp.gate_proj.weight,mlp,mlp_gate,18.0,4358144,3.511173396892679,46.96786894133717,0.0747569237445738,20.534881591796875,0.12451998798865037,0.448346901676894
model.layers.18.mlp.up_proj.weight,mlp,mlp_up,18.0,4358144,3.393179217088273,46.73970318172362,0.07259736339992613,24.012184143066406,0.15140454651826937,0.44038181193618936
model.layers.18.post_attention_layernorm.weight,norm_anchor,norm_anchor,18.0,896,0.266571154973794,3.171529215488526,0.0840513004489958,-0.4731292724609375,-0.5596260839643573,0.6763392857142857
model.layers.18.self_attn.k_proj.bias,attention,attn_k,18.0,128,0.1569226211861328,3.30285622649998,0.047511187416239095,0.014527911320328712,0.028030313632842762,0.48031496062992124
model.layers.18.self_attn.k_proj.weight,attention,attn_k,18.0,114688,0.48037006946508026,7.533406688816908,0.0637653175127494,0.21721382439136505,0.0600233332009389,0.46579761956663907
model.layers.18.self_attn.o_proj.weight,attention,attn_o,18.0,802816,1.295042144575655,15.89537218990685,0.08147290476142316,3.2087574005126953,0.1558770865907289,0.4374194978910627
model.layers.18.self_attn.q_proj.bias,attention,attn_q,18.0,896,0.0685899795808093,8.013562150799515,0.008559237239330084,-0.10943529009819031,-0.19909993140631552,0.24717832957110608
model.layers.18.self_attn.q_proj.weight,attention,attn_q,18.0,802816,1.8102813822335266,20.85245086389727,0.08681384236553907,4.265163421630859,0.11298804247926376,0.4511495111961494
model.layers.18.self_attn.v_proj.bias,attention,attn_v,18.0,128,0.0025870997656033097,0.310226599164283,0.008339387314217019,4.686820466304198e-05,0.058396404631380246,0.234375
model.layers.18.self_attn.v_proj.weight,attention,attn_v,18.0,114688,0.3581746413492631,5.875570715921388,0.06095997455680274,0.47788214683532715,0.22707844612758746,0.4118385712790819
model.layers.19.input_layernorm.weight,norm_anchor,norm_anchor,19.0,896,0.18617815744266655,6.112070567018262,0.03046073428001871,0.3946964144706726,0.34685350984373453,0.18863636363636363
model.layers.19.mlp.down_proj.weight,mlp,mlp_down,19.0,4358144,2.948957782845472,42.74589652729107,0.06898809061035165,17.888301849365234,0.14190775489988192,0.44285350417857977
model.layers.19.mlp.gate_proj.weight,mlp,mlp_gate,19.0,4358144,3.351028933435181,45.02009777978678,0.07443406608814016,18.204025268554688,0.12066541700968605,0.44922194283217676
model.layers.19.mlp.up_proj.weight,mlp,mlp_up,19.0,4358144,3.336556942177603,47.30887742076005,0.07052707914632228,23.446577072143555,0.14853823729347954,0.4413122388846043
model.layers.19.post_attention_layernorm.weight,norm_anchor,norm_anchor,19.0,896,0.3001972821381383,3.343430548408513,0.08978720442721129,-0.53338623046875,-0.5314259258309512,0.6551339285714286
model.layers.19.self_attn.k_proj.bias,attention,attn_k,19.0,128,0.15942563323186348,5.96981722093459,0.026705278793595126,0.07813256978988647,0.08209428475433359,0.41732283464566927
model.layers.19.self_attn.k_proj.weight,attention,attn_k,19.0,114688,0.5061094041731117,7.635215544990006,0.06628619731701028,0.31932616233825684,0.08263590594537809,0.45644629684529936
model.layers.19.self_attn.o_proj.weight,attention,attn_o,19.0,802816,1.147156760298286,15.240432489621256,0.07527061722687335,2.9709219932556152,0.169930442571994,0.4341612229746227
model.layers.19.self_attn.q_proj.bias,attention,attn_q,19.0,896,0.0838355309004891,10.882940090332466,0.007703389911606872,-0.01678471267223358,-0.01839668422612417,0.25727069351230425
model.layers.19.self_attn.q_proj.weight,attention,attn_q,19.0,802816,1.856618938323401,22.88072658212106,0.08114335581345386,6.148115158081055,0.14472694870767658,0.4437454922775474
model.layers.19.self_attn.v_proj.bias,attention,attn_v,19.0,128,0.007171825649781487,0.5479367983737308,0.013088782631623523,0.0007184389978647232,0.18282252698127313,0.265625
model.layers.19.self_attn.v_proj.weight,attention,attn_v,19.0,114688,0.36726287311690675,6.601817036975295,0.055630574288858634,0.42320507764816284,0.17454618388605242,0.425539336228396
model.layers.2.input_layernorm.weight,norm_anchor,norm_anchor,2.0,896,0.1550521713562411,2.516197565918635,0.06162162043886778,-0.14891529083251953,-0.3816952044868406,0.5767077267637178
model.layers.2.mlp.down_proj.weight,mlp,mlp_down,2.0,4358144,2.627720921281943,39.85658800527053,0.06592939970010629,16.09236717224121,0.1536528347148756,0.4385056789459421
model.layers.2.mlp.gate_proj.weight,mlp,mlp_gate,2.0,4358144,3.381798149424313,56.31045796103287,0.06005630697879486,27.819068908691406,0.14608507529620485,0.4402282447745536
model.layers.2.mlp.up_proj.weight,mlp,mlp_up,2.0,4358144,2.744638678806988,43.060589353476686,0.0637389947517146,19.257728576660156,0.1629445774847083,0.4370037680413826
model.layers.2.post_attention_layernorm.weight,norm_anchor,norm_anchor,2.0,896,0.21279204999945076,4.55602902895661,0.04670559573852911,-0.8041456937789917,-0.8294550575672743,0.8660714285714286
model.layers.2.self_attn.k_proj.bias,attention,attn_k,2.0,128,0.6784964901911362,24.963037861553303,0.027180044910964908,6.2423601150512695,0.3685562481210939,0.4645669291338583
model.layers.2.self_attn.k_proj.weight,attention,attn_k,2.0,114688,0.5272702766379445,11.721692338952703,0.044982436101462665,0.8691986203193665,0.14063564851257232,0.4334734382085179
model.layers.2.self_attn.o_proj.weight,attention,attn_o,2.0,802816,0.9819420918951011,12.884442764685065,0.07621145204560212,2.0036895275115967,0.15837218581955204,0.4378558838001632
model.layers.2.self_attn.q_proj.bias,attention,attn_q,2.0,896,0.08177735569427454,5.607730550052942,0.014582968094553417,-0.005678127054125071,-0.012381831941013067,0.2821948488241881
model.layers.2.self_attn.q_proj.weight,attention,attn_q,2.0,802816,1.7637139164337896,25.57795557747799,0.06895445224663625,5.775422096252441,0.12802351873735937,0.44912858956200896
model.layers.2.self_attn.v_proj.bias,attention,attn_v,2.0,128,0.004668223212500892,0.5864064946365964,0.007960729042392086,0.00019675283692777157,0.07187380179531241,0.2440944881889764
