alpha,beta,task_a_loss,task_b_loss,task_a_acc,task_b_acc,avg_loss,worst_loss,avg_acc,worst_acc
-0.2125,-0.1,0.44861473507351346,0.3075025228148732,0.9277777777777778,0.9441340782122905,0.37805862894419334,0.44861473507351346,0.9359559279950341,0.9277777777777778
-0.2125,-0.0625,0.47088006337483723,0.2681054962413937,0.9055555555555556,0.9553072625698324,0.36949277980811546,0.47088006337483723,0.930431409062694,0.9055555555555556
-0.2125,-0.025000000000000022,0.49798716439141166,0.233964525787524,0.8833333333333333,0.9608938547486033,0.36597584508946784,0.49798716439141166,0.9221135940409684,0.8833333333333333
-0.2125,0.012500000000000011,0.5308340708414714,0.20473580919830492,0.8722222222222222,0.9664804469273743,0.36778494001988815,0.5308340708414714,0.9193513345747983,0.8722222222222222
-0.2125,0.04999999999999999,0.5704141934712728,0.17998460418019216,0.8666666666666667,0.9664804469273743,0.37519939882573244,0.5704141934712728,0.9165735567970206,0.8666666666666667
-0.2125,0.08749999999999997,0.6178889592488607,0.15922885234129494,0.8444444444444444,0.9664804469273743,0.3885589057950778,0.6178889592488607,0.9054624456859094,0.8444444444444444
-0.2125,0.125,0.6749887996249728,0.14186458481090694,0.8111111111111111,0.9664804469273743,0.40842669221793987,0.6749887996249728,0.8887957790192427,0.8111111111111111
-0.2125,0.16249999999999998,0.7438535160488553,0.12760973243074045,0.7944444444444444,0.9664804469273743,0.4357316242397979,0.7438535160488553,0.8804624456859094,0.7944444444444444
-0.2125,0.19999999999999996,0.8263705571492513,0.11609398186539804,0.7666666666666667,0.9664804469273743,0.47123226950732466,0.8263705571492513,0.8665735567970205,0.7666666666666667
-0.2125,0.2375,0.9249959097968208,0.1068388843003598,0.7055555555555556,0.9720670391061452,0.5159173970485903,0.9249959097968208,0.8388112973308504,0.7055555555555556
-0.2125,0.275,1.0419544219970702,0.09937943027006181,0.6777777777777778,0.9664804469273743,0.5706669261335661,1.0419544219970702,0.822129112352576,0.6777777777777778
-0.2125,0.3125,1.1801174799601237,0.09334810086468745,0.6277777777777778,0.9664804469273743,0.6367327904124056,1.1801174799601237,0.7971291123525761,0.6277777777777778
-0.2125,0.35,1.3421213150024414,0.08856282154275052,0.5333333333333333,0.9664804469273743,0.7153420682725959,1.3421213150024414,0.7499068901303538,0.5333333333333333
-0.2125,0.38749999999999996,1.5294247521294488,0.08475976549713306,0.4666666666666667,0.9664804469273743,0.8070922588132909,1.5294247521294488,0.7165735567970205,0.4666666666666667
-0.2125,0.42499999999999993,1.7446264055040148,0.08166796135502821,0.4,0.9664804469273743,0.9131471834295215,1.7446264055040148,0.6832402234636872,0.4
-0.2125,0.4625,1.9887747870551216,0.0791995112456423,0.31666666666666665,0.9664804469273743,1.033987149150382,1.9887747870551216,0.6415735567970204,0.31666666666666665
-0.2125,0.5,2.2618939717610678,0.07716559031822162,0.25,0.9664804469273743,1.1695297810396448,2.2618939717610678,0.6082402234636872,0.25
-0.2125,0.5375,2.5630607181125216,0.07556978683897903,0.19444444444444445,0.9664804469273743,1.3193152524757503,2.5630607181125216,0.5804624456859094,0.19444444444444445
-0.2125,0.575,2.89153806898329,0.07428025133782924,0.11666666666666667,0.9664804469273743,1.4829091601605595,2.89153806898329,0.5415735567970205,0.11666666666666667
-0.2125,0.6124999999999999,3.2454408433702255,0.07329506847445526,0.09444444444444444,0.9720670391061452,1.6593679559223404,3.2454408433702255,0.5332557417752948,0.09444444444444444
-0.2125,0.6499999999999999,3.6217050340440538,0.07239204545260808,0.06111111111111111,0.9720670391061452,1.847048539748331,3.6217050340440538,0.5165890751086282,0.06111111111111111
-0.2125,0.6875,4.016745334201389,0.07174576860566378,0.03333333333333333,0.9720670391061452,2.044245551403526,4.016745334201389,0.5027001862197393,0.03333333333333333
-0.2125,0.725,4.4278566148546,0.07131555493317503,0.016666666666666666,0.9720670391061452,2.249586084893888,4.4278566148546,0.49436685288640597,0.016666666666666666
-0.2125,0.7625,4.85253660413954,0.07089766443774687,0.011111111111111112,0.9720670391061452,2.4617171342886435,4.85253660413954,0.49158907510862815,0.011111111111111112
-0.2125,0.8,5.288291337754991,0.07063488187736638,0.0,0.9720670391061452,2.679463109816179,5.288291337754991,0.4860335195530726,0.0
-0.2125,0.8374999999999999,5.732279629177517,0.07081392490664008,0.0,0.9720670391061452,2.901546777042079,5.732279629177517,0.4860335195530726,0.0
-0.2125,0.875,6.181771850585937,0.07141336515629092,0.0,0.9720670391061452,3.126592607871114,6.181771850585937,0.4860335195530726,0.0
-0.2125,0.9124999999999999,6.633785671657986,0.07222010703060214,0.0,0.9776536312849162,3.353002889344294,6.633785671657986,0.4888268156424581,0.0
-0.2125,0.95,7.08710700141059,0.0732852493584489,0.0,0.9776536312849162,3.5801961253845196,7.08710700141059,0.4888268156424581,0.0
-0.2125,0.9875,7.539326477050781,0.07452625402525151,0.0,0.9776536312849162,3.806926365538016,7.539326477050781,0.4888268156424581,0.0
-0.2125,1.025,7.990731641981337,0.07546202430511986,0.0,0.9776536312849162,4.033096833143229,7.990731641981337,0.4888268156424581,0.0
-0.2125,1.0625,8.440063307020399,0.07704560583530191,0.0,0.9776536312849162,4.25855445642785,8.440063307020399,0.4888268156424581,0.0
-0.2125,1.0999999999999999,8.886655510796441,0.07872160053785952,0.0,0.9776536312849162,4.48268855566715,8.886655510796441,0.4888268156424581,0.0
-0.2125,1.1375,9.330486212836371,0.08051804057712661,0.0,0.9776536312849162,4.705502126706749,9.330486212836371,0.4888268156424581,0.0
-0.2125,1.175,9.770392015245225,0.08236008116652846,0.0,0.9776536312849162,4.926376048205877,9.770392015245225,0.4888268156424581,0.0
-0.2125,1.2125,10.204632907443576,0.0842544060179641,0.0,0.9776536312849162,5.14444365673077,10.204632907443576,0.4888268156424581,0.0
-0.2125,1.25,10.63379889594184,0.08630729121202863,0.0,0.9776536312849162,5.360053093576934,10.63379889594184,0.4888268156424581,0.0
-0.175,-0.25,0.35354595714145237,0.5351628244922148,0.9444444444444444,0.9106145251396648,0.4443543908168336,0.5351628244922148,0.9275294847920545,0.9106145251396648
-0.175,-0.2125,0.3603091345893012,0.47051286963777167,0.9444444444444444,0.9273743016759777,0.41541100211353643,0.47051286963777167,0.935909373060211,0.9273743016759777
-0.175,-0.175,0.36948580741882325,0.41193327024662296,0.9444444444444444,0.9329608938547486,0.3907095388327231,0.41193327024662296,0.9387026691495965,0.9329608938547486
-0.175,-0.1375,0.3815272437201606,0.3594649437419529,0.9388888888888889,0.9329608938547486,0.37049609373105674,0.3815272437201606,0.9359248913718188,0.9329608938547486
-0.175,-0.1,0.3969953113132053,0.3129413114579696,0.9388888888888889,0.9441340782122905,0.3549683113855875,0.3969953113132053,0.9415114835505897,0.9388888888888889
-0.175,-0.0625,0.4163244883219401,0.2720660151050078,0.9222222222222223,0.9553072625698324,0.3441952517134739,0.4163244883219401,0.9387647423960274,0.9222222222222223
-0.175,-0.025000000000000022,0.4400981267293294,0.2365863789393249,0.9,0.9664804469273743,0.3383422528343272,0.4400981267293294,0.9332402234636872,0.9
-0.175,0.012500000000000011,0.46904945373535156,0.20633628248502422,0.8888888888888888,0.9720670391061452,0.3376928681101879,0.46904945373535156,0.930477963997517,0.8888888888888888
-0.175,0.04999999999999999,0.5041447109646268,0.18076025573900958,0.8777777777777778,0.9720670391061452,0.34245248335181816,0.5041447109646268,0.9249224084419615,0.8777777777777778
-0.175,0.08749999999999997,0.5464223861694336,0.15928699983564834,0.8611111111111112,0.9720670391061452,0.35285469300254096,0.5464223861694336,0.9165890751086282,0.8611111111111112
-0.175,0.125,0.5975685861375597,0.14143842558621028,0.8388888888888889,0.9720670391061452,0.36950350586188496,0.5975685861375597,0.905477963997517,0.8388888888888889
-0.175,0.16249999999999998,0.6597510019938151,0.12675248577608075,0.8166666666666667,0.9720670391061452,0.39325174388494794,0.6597510019938151,0.8943668528864059,0.8166666666666667
-0.175,0.19999999999999996,0.7347878668043348,0.11494592314991871,0.7944444444444444,0.9720670391061452,0.42486689497712676,0.7347878668043348,0.8832557417752949,0.7944444444444444
-0.175,0.2375,0.8250523461235895,0.10552402847971996,0.7444444444444445,0.9720670391061452,0.4652881873016547,0.8250523461235895,0.8582557417752948,0.7444444444444445
-0.175,0.275,0.932967291937934,0.09795524021766705,0.7111111111111111,0.9720670391061452,0.5154612660778005,0.932967291937934,0.8415890751086281,0.7111111111111111
-0.175,0.3125,1.0611760881212022,0.09187270809152273,0.6666666666666666,0.9664804469273743,0.5765243981063625,1.0611760881212022,0.8165735567970205,0.6666666666666666
-0.175,0.35,1.2128607855902778,0.08701814885911995,0.5777777777777777,0.9664804469273743,0.6499394672246989,1.2128607855902778,0.772129112352576,0.5777777777777777
-0.175,0.38749999999999996,1.389778561062283,0.0831375095431365,0.5166666666666667,0.9664804469273743,0.7364580353027098,1.389778561062283,0.7415735567970205,0.5166666666666667
-0.175,0.42499999999999993,1.5948675791422526,0.07993936805085763,0.4444444444444444,0.9664804469273743,0.8374034735965551,1.5948675791422526,0.7054624456859093,0.4444444444444444
-0.175,0.4625,1.8292501661512586,0.07746876551452296,0.36666666666666664,0.9664804469273743,0.9533594658328908,1.8292501661512586,0.6665735567970205,0.36666666666666664
-0.175,0.5,2.093592325846354,0.07549011241124329,0.28888888888888886,0.9664804469273743,1.0845412191287986,2.093592325846354,0.6276846679081316,0.28888888888888886
-0.175,0.5375,2.3871161566840278,0.07387684443809467,0.2388888888888889,0.9664804469273743,1.2304965005610613,2.3871161566840278,0.6026846679081316,0.2388888888888889
-0.175,0.575,2.7093396928575304,0.0726212123252826,0.16111111111111112,0.9720670391061452,1.3909804525914065,2.7093396928575304,0.5665890751086282,0.16111111111111112
-0.175,0.6124999999999999,3.0587604098849828,0.07171261909953709,0.11666666666666667,0.9720670391061452,1.56523651449226,3.0587604098849828,0.544366852886406,0.11666666666666667
-0.175,0.6499999999999999,3.432514953613281,0.07087494674341639,0.08333333333333333,0.9720670391061452,1.7516949501783488,3.432514953613281,0.5277001862197392,0.08333333333333333
-0.175,0.6875,3.826837921142578,0.07037718735593657,0.044444444444444446,0.9720670391061452,1.9486075542492574,3.826837921142578,0.5082557417752949,0.044444444444444446
-0.175,0.725,4.238143327501085,0.07008393516753639,0.022222222222222223,0.9720670391061452,2.1541136313343108,4.238143327501085,0.49714463066418374,0.022222222222222223
-0.175,0.7625,4.664424726698134,0.06974981616995188,0.016666666666666666,0.9720670391061452,2.367087271434043,4.664424726698134,0.49436685288640597,0.016666666666666666
-0.175,0.8,5.103242916531033,0.06953085734191554,0.011111111111111112,0.9720670391061452,2.586386886936474,5.103242916531033,0.49158907510862815,0.011111111111111112
-0.175,0.8374999999999999,5.551790025499132,0.06988065868782598,0.0,0.9720670391061452,2.810835342093479,5.551790025499132,0.4860335195530726,0.0
-0.175,0.875,6.005506557888455,0.0706229529567271,0.0,0.9720670391061452,3.038064755422591,6.005506557888455,0.4860335195530726,0.0
-0.175,0.9124999999999999,6.4633636474609375,0.071376539475425,0.0,0.9720670391061452,3.2673700934681813,6.4633636474609375,0.4860335195530726,0.0
-0.175,0.95,6.922780354817708,0.07242834101842102,0.0,0.9776536312849162,3.4976043479180645,6.922780354817708,0.4888268156424581,0.0
-0.175,0.9875,7.381813218858507,0.07323271469030966,0.0,0.9776536312849162,3.727522966774408,7.381813218858507,0.4888268156424581,0.0
-0.175,1.025,7.840369839138455,0.07432149109227697,0.0,0.9776536312849162,3.957345665115366,7.840369839138455,0.4888268156424581,0.0
-0.175,1.0625,8.298110792371961,0.07576258089289319,0.0,0.9776536312849162,4.186936686632428,8.298110792371961,0.4888268156424581,0.0
-0.175,1.0999999999999999,8.752631123860677,0.07734718269476011,0.0,0.9776536312849162,4.414989153277719,8.752631123860677,0.4888268156424581,0.0
-0.175,1.1375,9.203393893771702,0.07911117649611148,0.0,0.9776536312849162,4.641252535133907,9.203393893771702,0.4888268156424581,0.0
-0.175,1.175,9.650396558973524,0.08089323949547453,0.0,0.9776536312849162,4.865644899234499,9.650396558973524,0.4888268156424581,0.0
-0.175,1.2125,10.090745035807291,0.08279109134354405,0.0,0.9776536312849162,5.086768063575418,10.090745035807291,0.4888268156424581,0.0
-0.175,1.25,10.52673577202691,0.08482941835286231,0.0,0.9776536312849162,5.3057825951898865,10.52673577202691,0.4888268156424581,0.0
-0.1375,-0.25,0.3142436875237359,0.5522678950645404,0.9444444444444444,0.9106145251396648,0.43325579129413816,0.5522678950645404,0.9275294847920545,0.9106145251396648
-0.1375,-0.2125,0.3196274757385254,0.48481301888407274,0.9444444444444444,0.9273743016759777,0.4022202473112991,0.48481301888407274,0.935909373060211,0.9273743016759777
-0.1375,-0.175,0.32716549237569176,0.42376379726985314,0.9444444444444444,0.9329608938547486,0.3754646448227724,0.42376379726985314,0.9387026691495965,0.9329608938547486
-0.1375,-0.1375,0.33720344437493216,0.36906406466521363,0.9444444444444444,0.9385474860335196,0.3531337545200729,0.36906406466521363,0.941495965238982,0.9385474860335196
-0.1375,-0.1,0.3502393828497993,0.3205487874633107,0.9388888888888889,0.9385474860335196,0.335394085156555,0.3502393828497993,0.9387181874612043,0.9385474860335196
-0.1375,-0.0625,0.3668010128868951,0.2779013884134133,0.9388888888888889,0.9441340782122905,0.3223512006501542,0.3668010128868951,0.9415114835505897,0.9388888888888889
-0.1375,-0.025000000000000022,0.38740197287665473,0.24097512420995276,0.9277777777777778,0.9608938547486033,0.31418854854330375,0.38740197287665473,0.9443358162631905,0.9277777777777778
-0.1375,0.012500000000000011,0.4126381026373969,0.20943850511945158,0.9111111111111111,0.9664804469273743,0.31103830387842424,0.4126381026373969,0.9387957790192427,0.9111111111111111
-0.1375,0.04999999999999999,0.4434686448838976,0.18278814028095267,0.8944444444444445,0.9720670391061452,0.31312839258242514,0.4434686448838976,0.9332557417752949,0.8944444444444445
-0.1375,0.08749999999999997,0.4808324072096083,0.1603919354230998,0.8833333333333333,0.9720670391061452,0.32061217131635406,0.4808324072096083,0.9277001862197393,0.8833333333333333
-0.1375,0.125,0.5262938075595431,0.14187238469470145,0.8666666666666667,0.9720670391061452,0.3340830961271223,0.5262938075595431,0.919366852886406,0.8666666666666667
-0.1375,0.16249999999999998,0.5819616423712837,0.12667328285771376,0.8388888888888889,0.9720670391061452,0.3543174626144987,0.5819616423712837,0.905477963997517,0.8388888888888889
-0.1375,0.19999999999999996,0.6496871630350749,0.11444965287959775,0.8055555555555556,0.9720670391061452,0.3820684079573363,0.6496871630350749,0.8888112973308504,0.8055555555555556
-0.1375,0.2375,0.7315925810072157,0.10465536703610553,0.7833333333333333,0.9720670391061452,0.4181239740216606,0.7315925810072157,0.8777001862197393,0.7833333333333333
-0.1375,0.275,0.830285284254286,0.09679939493786689,0.7277777777777777,0.9720670391061452,0.4635423395960765,0.830285284254286,0.8499224084419614,0.7277777777777777
-0.1375,0.3125,0.9484699885050456,0.0905911056689044,0.6944444444444444,0.9720670391061452,0.519530547086975,0.9484699885050456,0.8332557417752948,0.6944444444444444
-0.1375,0.35,1.0892604404025608,0.08556631823491784,0.65,0.9664804469273743,0.5874133793187393,1.0892604404025608,0.8082402234636872,0.65
-0.1375,0.38749999999999996,1.2552538341946071,0.08149871613060296,0.55,0.9664804469273743,0.668376275162605,1.2552538341946071,0.7582402234636871,0.55
-0.1375,0.42499999999999993,1.4491840574476453,0.07822383582259024,0.49444444444444446,0.9664804469273743,0.7637039466351178,1.4491840574476453,0.7304624456859095,0.49444444444444446
-0.1375,0.4625,1.6728041330973307,0.07575197060014949,0.42777777777777776,0.9664804469273743,0.8742780518487401,1.6728041330973307,0.697129112352576,0.42777777777777776
-0.1375,0.5,1.9269671969943576,0.07381277776963217,0.35,0.9664804469273743,1.0003899873819948,1.9269671969943576,0.6582402234636872,0.35
-0.1375,0.5375,2.2115834130181207,0.07235864021258648,0.2722222222222222,0.9720670391061452,1.1419710266153535,2.2115834130181207,0.6221446306641837,0.2722222222222222
-0.1375,0.575,2.526090070936415,0.07123376537301687,0.2222222222222222,0.9720670391061452,1.2986619181547159,2.526090070936415,0.5971446306641837,0.2222222222222222
-0.1375,0.6124999999999999,2.869676123725043,0.07025965632007108,0.12777777777777777,0.9720670391061452,1.4699678900225572,2.869676123725043,0.5499224084419615,0.12777777777777777
-0.1375,0.6499999999999999,3.2391736348470053,0.06956932398194042,0.10555555555555556,0.9720670391061452,1.6543714794144728,3.2391736348470053,0.5388112973308504,0.10555555555555556
-0.1375,0.6875,3.6313111199273003,0.06917318152315789,0.07222222222222222,0.9720670391061452,1.8502421507252291,3.6313111199273003,0.5221446306641837,0.07222222222222222
-0.1375,0.725,4.041222381591797,0.06893390250605577,0.03333333333333333,0.9720670391061452,2.0550781420489264,4.041222381591797,0.5027001862197393,0.03333333333333333
-0.1375,0.7625,4.468253919813368,0.06867147157978079,0.016666666666666666,0.9720670391061452,2.2684626956965745,4.468253919813368,0.49436685288640597,0.016666666666666666
-0.1375,0.8,4.909464263916016,0.06863622825238958,0.011111111111111112,0.9720670391061452,2.4890502460842026,4.909464263916016,0.49158907510862815,0.011111111111111112
-0.1375,0.8374999999999999,5.361297437879775,0.06901625947579325,0.005555555555555556,0.9720670391061452,2.715156848677784,5.361297437879775,0.4888112973308504,0.005555555555555556
-0.1375,0.875,5.819679429796007,0.06968434562896217,0.0,0.9720670391061452,2.9446818877124845,5.819679429796007,0.4860335195530726,0.0
-0.1375,0.9124999999999999,6.282332356770834,0.0703011438167295,0.0,0.9720670391061452,3.1763167502937817,6.282332356770834,0.4860335195530726,0.0
-0.1375,0.95,6.7476611667209205,0.07102627727572479,0.0,0.9776536312849162,3.4093437219983227,6.7476611667209205,0.4888268156424581,0.0
-0.1375,0.9875,7.213665432400173,0.07215282770508495,0.0,0.9776536312849162,3.642909130052629,7.213665432400173,0.4888268156424581,0.0
-0.1375,1.025,7.6797337849934895,0.0732171069310364,0.0,0.9776536312849162,3.876475445962263,7.6797337849934895,0.4888268156424581,0.0
-0.1375,1.0625,8.144705200195313,0.07452374730030252,0.0,0.9776536312849162,4.109614473747808,8.144705200195313,0.4888268156424581,0.0
-0.1375,1.0999999999999999,8.606731669108074,0.07595108874017299,0.0,0.9776536312849162,4.341341378924123,8.606731669108074,0.4888268156424581,0.0
-0.1375,1.1375,9.064656575520834,0.07755743058700135,0.0,0.9776536312849162,4.571107003053918,9.064656575520834,0.4888268156424581,0.0
-0.1375,1.175,9.518781026204428,0.07924212556977511,0.0,0.9776536312849162,4.799011575887102,9.518781026204428,0.4888268156424581,0.0
-0.1375,1.2125,9.965624152289497,0.08105223138905104,0.0,0.9776536312849162,5.023338191839274,9.965624152289497,0.4888268156424581,0.0
-0.1375,1.25,10.40740220811632,0.08278323285406529,0.0,0.9776536312849162,5.245092720485193,10.40740220811632,0.4888268156424581,0.0
-0.1,-0.25,0.2788861592610677,0.5730351709120767,0.9555555555555556,0.8994413407821229,0.42596066508657215,0.5730351709120767,0.9274984481688393,0.8994413407821229
-0.1,-0.2125,0.283062744140625,0.5025715748025052,0.9555555555555556,0.9106145251396648,0.39281715947156515,0.5025715748025052,0.9330850403476102,0.9106145251396648
-0.1,-0.175,0.28910235828823516,0.438744465066068,0.95,0.9329608938547486,0.3639234116771516,0.438744465066068,0.9414804469273743,0.9329608938547486
-0.1,-0.1375,0.2973766750759549,0.3813326425392535,0.95,0.9385474860335196,0.3393546588076042,0.3813326425392535,0.9442737430167598,0.9385474860335196
-0.1,-0.1,0.3082915465037028,0.3305911911266476,0.95,0.9385474860335196,0.31944136881517515,0.3305911911266476,0.9442737430167598,0.9385474860335196
-0.1,-0.0625,0.32228951454162597,0.28597222226958036,0.9444444444444444,0.9441340782122905,0.30413086840560316,0.32228951454162597,0.9442892613283674,0.9441340782122905
-0.1,-0.025000000000000022,0.33986587524414064,0.2472427304230589,0.9388888888888889,0.9553072625698324,0.29355430283359973,0.33986587524414064,0.9470980757293607,0.9388888888888889
-0.1,0.012500000000000011,0.3616848521762424,0.2141481538058659,0.9333333333333333,0.9664804469273743,0.28791650299105415,0.3616848521762424,0.9499068901303538,0.9333333333333333
-0.1,0.04999999999999999,0.38852159712049694,0.18622699929349248,0.9111111111111111,0.9664804469273743,0.2873742982069947,0.38852159712049694,0.9387957790192427,0.9111111111111111
-0.1,0.08749999999999997,0.4213066101074219,0.16277098522505948,0.9055555555555556,0.9720670391061452,0.2920387976662407,0.4213066101074219,0.9388112973308504,0.9055555555555556
-0.1,0.125,0.4614752133687337,0.14338368144115257,0.8833333333333333,0.9720670391061452,0.30242944740494315,0.4614752133687337,0.9277001862197393,0.8833333333333333
