layer,router,probe_rows,calibrate_rows,freeze_rows,small_lambda_rows,passed_rows,unsafe_rows,mean_topk_jaccard,min_topk_jaccard,mean_top1_agreement,min_top1_agreement,mean_top1_margin,min_top1_margin,mean_risk_score,max_risk_score,router_relative_delta_norm,router_max_abs_delta,move_decision,recommended_router_lambda,reason
5,model.layers.5.mlp.gate,12,8,1,3,0,9,0.5015486105497842,0.4207775130852054,0.523199588060379,0.4193548262119293,0.0459159339467684,0.0335611701011657,1.6666666666666667,3,0.7841081146605421,1.3408203125,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
32,model.layers.32.mlp.gate,12,9,0,2,1,9,0.4622216805135378,0.3938298260878906,0.4974701752265294,0.4000000059604645,0.046095315987865086,0.0367024093866348,2.0,3,0.405890656266141,0.44140625,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
8,model.layers.8.mlp.gate,12,10,0,2,0,10,0.49537016187518795,0.4648837752286028,0.47105035930871964,0.4000000059604645,0.037944037467241225,0.0319039784371852,2.1666666666666665,3,0.7833411339923894,1.59228515625,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
7,model.layers.7.mlp.gate,12,10,0,1,1,10,0.47165141716926473,0.3876659738728704,0.45223046094179153,0.2857142984867096,0.04223725882669285,0.0337965004146099,2.25,3,0.7841588715942481,1.384765625,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
46,model.layers.46.mlp.gate,12,10,0,2,0,10,0.46796585471773744,0.3823976789494031,0.46829425419370335,0.2399999946355819,0.026827605441212623,0.0211681742221117,2.25,3,0.330311892363737,0.1162109375,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
39,model.layers.39.mlp.gate,12,11,0,1,0,11,0.5352617548758672,0.4408267288267288,0.40789484481016797,0.2692307829856872,0.047711354680359315,0.0367735140025615,1.8333333333333333,2,0.3109469382511134,0.267578125,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
38,model.layers.38.mlp.gate,12,10,1,0,1,11,0.507720726699543,0.4687169461363009,0.5166283436119556,0.2307692319154739,0.052570174137751224,0.0443563014268875,1.3333333333333333,2,0.3289268226554013,0.23828125,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
45,model.layers.45.mlp.gate,12,11,0,1,0,11,0.49134883499103094,0.4289582212659135,0.4019566973050435,0.2903225719928741,0.049058297028144175,0.0415079146623611,2.0,3,0.2946846663903542,0.1455078125,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
6,model.layers.6.mlp.gate,12,10,1,0,1,11,0.47300635845975375,0.4199118888774061,0.5259820148348808,0.3461538553237915,0.04542972426861521,0.0321208201348781,2.1666666666666665,3,0.8064165615238935,1.330078125,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
4,model.layers.4.mlp.gate,12,11,0,1,0,11,0.4725039576760432,0.4312431158585005,0.3831718737880389,0.21875,0.03069329184169567,0.0244286302477121,2.75,3,0.7927252544903206,1.40234375,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
9,model.layers.9.mlp.gate,12,11,0,1,0,11,0.4609102834494885,0.4124371355140586,0.4753284255663554,0.25,0.041459401759008516,0.0340280160307884,2.3333333333333335,3,0.7871759438050421,1.32586669921875,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
31,model.layers.31.mlp.gate,12,11,0,0,1,11,0.42668018434838895,0.3631627631627632,0.36711466933290166,0.1923076957464218,0.06476935123403864,0.050919409841299,1.75,3,0.4520544500742014,0.361328125,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
34,model.layers.34.mlp.gate,12,11,0,0,1,11,0.42652317310797344,0.3888978405107437,0.4089624856909116,0.2727272808551788,0.05999766072879229,0.0481422916054725,1.75,3,0.36588312110817617,0.275390625,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
33,model.layers.33.mlp.gate,12,12,0,0,0,12,0.4791675589331184,0.4327629635321943,0.40058946795761585,0.1153846159577369,0.0734244541575511,0.0615601986646652,1.4166666666666667,2,0.3730107209363898,0.3515625,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
47,model.layers.47.mlp.gate,12,12,0,0,0,12,0.485421511371908,0.4472492784992785,0.39363109196225804,0.2307692319154739,0.027515225578099437,0.0191504582762718,2.5833333333333335,3,0.5913647650179943,0.19140625,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
35,model.layers.35.mlp.gate,12,12,0,0,0,12,0.4775998029237029,0.4227994227994227,0.32522062088052434,0.2000000029802322,0.046049243149658005,0.0396374613046646,2.5833333333333335,3,0.35376975942657507,0.28271484375,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
10,model.layers.10.mlp.gate,12,12,0,0,0,12,0.44850356211847936,0.397010101010101,0.4155539746085803,0.3333333432674408,0.04923793425162629,0.0391778834164142,2.6666666666666665,3,0.8216976078230216,1.50732421875,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
29,model.layers.29.mlp.gate,12,12,0,0,0,12,0.4360013445528594,0.3615321186749757,0.30324186260501546,0.1923076957464218,0.02889474310601747,0.0222609788179397,3.0,3,0.5621192438365952,0.6494140625,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
36,model.layers.36.mlp.gate,12,12,0,0,0,12,0.4328267409887494,0.3621941021941021,0.44499488671620685,0.3600000143051147,0.05984067109723879,0.0450801663100719,1.5833333333333333,3,0.348840544129326,0.2890625,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
25,model.layers.25.mlp.gate,12,12,0,0,0,12,0.42667359338166194,0.3745800865800865,0.2904110712309678,0.2000000029802322,0.039908393907050234,0.0322256498038768,2.9166666666666665,3,0.7017186652539982,0.93603515625,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
11,model.layers.11.mlp.gate,12,12,0,0,0,12,0.425886853671104,0.3761518175311278,0.3456275115410487,0.2758620679378509,0.037206209730356876,0.0287918522953987,2.9166666666666665,3,0.8190916285127567,1.482666015625,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
13,model.layers.13.mlp.gate,12,12,0,0,0,12,0.4240443219484848,0.3821325341325341,0.355269360045592,0.1935483813285827,0.039752661560972465,0.032826080918312,2.8333333333333335,3,0.8552697694255701,1.2197265625,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
12,model.layers.12.mlp.gate,12,12,0,0,0,12,0.4167103276438216,0.3447552447552447,0.3455754021803538,0.2258064448833465,0.03742902384450033,0.0278167128562927,2.9166666666666665,3,0.8234877317206551,1.2373046875,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
16,model.layers.16.mlp.gate,12,12,0,0,0,12,0.4099798485801158,0.3377533577533577,0.399077832698822,0.2800000011920929,0.05075595807284112,0.0426349379122257,2.5,3,0.8175587948553278,1.20703125,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
15,model.layers.15.mlp.gate,12,12,0,0,0,12,0.40598050429930127,0.3414746173366863,0.334207896143198,0.1379310339689254,0.042566462109486204,0.0360800959169864,2.6666666666666665,3,0.8246392779696452,1.218994140625,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
30,model.layers.30.mlp.gate,12,11,1,0,0,12,0.40357878892333915,0.3391561843174746,0.429538960258166,0.1818181872367859,0.043208346391717535,0.0353484898805618,2.5,3,0.5163726559826564,0.46875,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
14,model.layers.14.mlp.gate,12,12,0,0,0,12,0.4015377608582707,0.3432511932511932,0.3263211802889903,0.0769230797886848,0.05206576455384487,0.0373776480555534,2.6666666666666665,3,0.8412605132836908,1.25146484375,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
20,model.layers.20.mlp.gate,12,12,0,0,0,12,0.40149500988854864,0.3188424478747059,0.3222217032064994,0.0689655169844627,0.0397130449612935,0.0355096980929374,3.0,3,0.8088729639662686,1.3212890625,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
27,model.layers.27.mlp.gate,12,12,0,0,0,12,0.4012952839239677,0.3419087579087579,0.32571592181921005,0.1923076957464218,0.045978088552753094,0.0388595759868621,2.6666666666666665,3,0.6011662098795464,0.75,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
28,model.layers.28.mlp.gate,12,12,0,0,0,12,0.4011017411335054,0.3263731823731823,0.3557404528061549,0.1599999964237213,0.04896417663743094,0.037648532539606,2.5833333333333335,3,0.564750735117613,0.3828125,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
26,model.layers.26.mlp.gate,12,12,0,0,0,12,0.39940518697532795,0.3455040685809916,0.39196088289221126,0.2307692319154739,0.04702294121185935,0.0369512364268302,2.75,3,0.6373567719309547,0.7255859375,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
17,model.layers.17.mlp.gate,12,12,0,0,0,12,0.3949476748034603,0.3112784651246189,0.37752296030521393,0.25,0.029752030968666025,0.0220774989575147,2.8333333333333335,3,0.844351985029753,1.2841796875,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
19,model.layers.19.mlp.gate,12,12,0,0,0,12,0.38915177126411793,0.3226645149722073,0.342228668431441,0.1290322542190551,0.046637481699387175,0.0359361469745636,2.5833333333333335,3,0.825168190782946,1.2421875,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
18,model.layers.18.mlp.gate,12,12,0,0,0,12,0.38404359717682673,0.3073684935753901,0.35280558839440346,0.1818181872367859,0.04015120180944598,0.033991053700447,2.8333333333333335,3,0.8691613579397345,1.315093994140625,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
21,model.layers.21.mlp.gate,12,12,0,0,0,12,0.3721590609685479,0.3248093786555325,0.3955533169209957,0.2272727340459823,0.05534981035937859,0.0334153212606906,2.25,3,0.7860767392769642,1.2451171875,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
24,model.layers.24.mlp.gate,12,12,0,0,0,12,0.3559330332305426,0.2906350060196214,0.29383472353219986,0.1923076957464218,0.05034931438664591,0.0293304212391376,2.4166666666666665,3,0.7477831465589972,1.038330078125,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
23,model.layers.23.mlp.gate,12,12,0,0,0,12,0.3072358535640811,0.2538410307641077,0.31487518052260083,0.2307692319154739,0.06361079309135671,0.0470433197915554,2.1666666666666665,3,0.7700166208602605,1.18359375,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
22,model.layers.22.mlp.gate,12,12,0,0,0,12,0.2840034777935717,0.2422377622377622,0.24731329207619032,0.1333333402872085,0.06238340617467955,0.0411837697029113,2.25,3,0.7937036525022558,1.0966796875,freeze_router,0.0,At least one observed category requires calibration/freeze; the router tensor is shared across categories.
