layer,router,boundary_fragility_score,safe_lambda_proxy,unsafe_fraction,mean_topk_jaccard,mean_top1_agreement,mean_top1_margin,router_relative_delta_norm,fragility_rank,router_margin_action,layer_id,route_mass,weighted_router_instability_feature,weighted_scale_shrink,router_coupled_risk_sum,route_mass_weighted_router_residual_pressure,top_expert_id,low_margin_capacity_score,coupled_risk_score,route_mass_score,harc_priority_score,harc_layer_role,required_harc_statistics
14,model.layers.14.mlp.gate,0.6738385844590983,0.0444305271260828,1.0,0.4015377608582707,0.3263211802889903,0.0520657645538448,0.8412605132836908,14,freeze_router_prioritize_calibration,14,11.999999999999975,0.9220238175351751,0.0225178242552394,6.1189913036151244,0.0,107,0.11138945747834406,0.9217638518788532,0.0,0.6222542882490214,collect_hessian_covariance_first,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
4,model.layers.4.mlp.gate,0.702556622610739,0.0308160111076799,0.9166666666666666,0.4725039576760432,0.3831718737880389,0.0306932918416956,0.7927252544903206,8,freeze_router,4,11.999999999999972,0.6705629166978864,0.010558113618069,4.691670381431715,0.055366676449753,104,0.38367977784640206,0.6782502222901908,0.0,0.6189878268527905,collect_hessian_covariance_first,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
22,model.layers.22.mlp.gate,0.6759821871522769,0.05,1.0,0.2840034777935717,0.2473132920761903,0.0623834061746795,0.7937036525022558,13,freeze_router_prioritize_calibration,22,11.999999999999975,0.9789789719039208,0.0206676166617678,6.305718477096695,0.0,98,0.0,0.9536211665518363,0.0,0.6087981664988698,collect_hessian_covariance_first,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
25,model.layers.25.mlp.gate,0.6884115111160187,0.0459238885889008,1.0,0.4266735933816619,0.2904110712309678,0.0399083939070502,0.7017186652539982,11,freeze_router_prioritize_calibration,25,11.999999999999975,0.7764958971777391,0.0198971135549038,5.476220622450098,0.0160699561799595,104,0.08152222822198407,0.8121014633220915,0.0,0.5946944159213272,collect_hessian_covariance_first,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
21,model.layers.21.mlp.gate,0.6384504703792714,0.0425089811096892,1.0,0.3721590609685479,0.3955533169209957,0.0553498103593785,0.7860767392769642,20,freeze_router_prioritize_calibration,21,11.999999999999975,0.8183140979899989,0.0200875596359551,5.272753170834089,0.0,10,0.14982037780621593,0.7773881084793863,0.0,0.5796912908327984,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
47,model.layers.47.mlp.gate,0.6663898557431377,0.0323834956174453,1.0,0.485421511371908,0.393631091962258,0.0275152255780994,0.5913647650179943,15,freeze_router_prioritize_calibration,47,11.999999999999972,0.6327655123509351,0.0053050002995525,3.9006392761713,0.0336862009194418,105,0.35233008765109397,0.5432932882428508,0.0,0.5728452818881866,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
23,model.layers.23.mlp.gate,0.6413009152389366,0.05,1.0,0.3072358535640811,0.3148751805226008,0.0636107930913567,0.7700166208602605,18,freeze_router_prioritize_calibration,23,11.999999999999975,0.8648648667515468,0.0210635876736676,5.538684239960385,0.0,21,0.0,0.8227583113937219,0.0,0.5622099439440051,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
16,model.layers.16.mlp.gate,0.6523533636196356,0.05,1.0,0.4099798485801158,0.399077832698822,0.0507559580728411,0.8175587948553278,16,freeze_router_prioritize_calibration,16,11.999999999999975,0.7373787146523822,0.01975331308014,5.128824888579631,0.0,115,0.0,0.7528326648734522,0.0,0.5491495116662173,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
27,model.layers.27.mlp.gate,0.637854889478782,0.05,1.0,0.4012952839239677,0.32571592181921,0.045978088552753,0.6011662098795464,21,freeze_router_prioritize_calibration,27,11.999999999999975,0.833923189279083,0.0192278667146493,5.238818040763628,0.0,120,0.0,0.7715984738109755,0.0,0.5480415742442567,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
28,model.layers.28.mlp.gate,0.6094121825788945,0.05,1.0,0.4011017411335054,0.3557404528061549,0.0489641766374309,0.564750735117613,27,freeze_router_prioritize_calibration,28,11.999999999999972,0.8947844602274361,0.0197683557017206,5.277791353434345,0.0,73,0.0,0.7782476671900104,0.0,0.5383267898290603,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
26,model.layers.26.mlp.gate,0.6268139173311607,0.05,1.0,0.3994051869753279,0.3919608828922112,0.0470229412118593,0.6373567719309547,24,freeze_router_prioritize_calibration,26,11.999999999999975,0.7835499661653633,0.0185210619281084,4.9809989623166935,0.0,107,0.0,0.7276122485731521,0.0,0.5326286290757523,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
9,model.layers.9.mlp.gate,0.638907282797794,0.0432279673922759,0.9166666666666666,0.4609102834494885,0.4753284255663554,0.0414594017590085,0.7871759438050421,19,freeze_router,9,11.999999999999975,0.6618339212375193,0.0115253947436589,4.37017863709485,0.0051448207722535,10,0.1354406521544821,0.6234008745860307,0.0,0.5301679288631884,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
10,model.layers.10.mlp.gate,0.6437373090713654,0.0476791985803765,1.0,0.4485035621184793,0.4155539746085803,0.0492379342516262,0.8216976078230216,17,freeze_router_prioritize_calibration,10,11.999999999999975,0.5870988837322022,0.0190463781950252,4.322897391550365,0.0394322317518858,53,0.046416028392469943,0.6153342740513748,0.0,0.5206116978198838,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
30,model.layers.30.mlp.gate,0.6008843998759511,0.05,1.0,0.4035787889233391,0.429538960258166,0.0432083463917175,0.5163726559826564,28,freeze_router_prioritize_calibration,30,11.999999999999982,0.8502874603940247,0.0171263301661926,4.9244757696013135,0.0,8,0.0,0.7179688897460383,0.0,0.5198459823868901,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
7,model.layers.7.mlp.gate,0.6292831220772809,0.0430990474492743,0.8333333333333334,0.4716514171692647,0.4522304609417915,0.0422372588266928,0.7841588715942481,23,freeze_router,7,11.99999999999998,0.656716752704157,0.0120808366925415,4.175992645716312,0.0,109,0.13801905101451406,0.5902710193159738,0.0,0.510218147196142,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
6,model.layers.6.mlp.gate,0.6117067901140328,0.0398315481941232,0.9166666666666666,0.4730063584597537,0.5259820148348808,0.0454297242686152,0.8064165615238935,25,freeze_router,6,11.999999999999975,0.5381438585904867,0.009796563948223,3.61363287609479,0.0252671106192054,8,0.2033690361175361,0.4943274466359792,0.0,0.5006050515947819,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
8,model.layers.8.mlp.gate,0.6342819324179406,0.0407280775293681,0.8333333333333334,0.4953701618751879,0.4710503593087196,0.0379440374672412,0.7833411339923894,22,freeze_router,8,11.999999999999975,0.4084333256168653,0.0105907170498656,3.283252697496113,0.1080193519466551,38,0.1854384494126381,0.4379616530822458,0.0,0.48362420945359874,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
35,model.layers.35.mlp.gate,0.5526210796949671,0.05,1.0,0.4775998029237029,0.3252206208805243,0.046049243149658,0.353769759426575,32,freeze_router,35,11.99999999999997,0.7050357637624552,0.0109883988034737,3.774477240483904,0.0,21,0.0,0.5217689241359086,0.0,0.45149066291196394,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
1,model.layers.1.mlp.gate,0.5906180643775372,0.0375486281655878,0.5833333333333334,0.5042668707613754,0.5351829305291176,0.0351229646864036,0.7389861967255861,29,freeze_router,1,11.999999999999966,0.4572804030246441,0.0106711676935824,3.0740099673086587,0.0221718863467405,45,0.249027436688244,0.4022629844078994,0.0,0.4449517925239719,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
46,model.layers.46.mlp.gate,0.5734041716015348,0.05,0.8333333333333334,0.4679658547177374,0.4682942541937033,0.0268276054412126,0.330311892363737,31,freeze_router,46,11.999999999999975,0.7180635387189064,0.0068413195271498,3.729044613324018,0.0,75,0.0,0.5140177143207199,0.0,0.44119943055412725,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
5,model.layers.5.mlp.gate,0.5796376499260427,0.0428017125109017,0.75,0.5015486105497842,0.523199588060379,0.0459159339467684,0.7841081146605421,30,freeze_router,5,11.999999999999972,0.4737979619710419,0.0109052091305051,3.175475799469378,0.0138702881378631,13,0.14396574978196597,0.41957395679306825,0.0,0.4405416991250774,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
31,model.layers.31.mlp.gate,0.4995590033061621,0.05,0.9166666666666666,0.4266801843483889,0.3671146693329016,0.0647693512340386,0.4520544500742014,34,freeze_router,31,11.99999999999998,0.8024251602694816,0.0172480445601233,3.9191501578273606,0.0,9,0.0,0.5464514091033353,0.0,0.42810312026496533,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
0,model.layers.0.mlp.gate,0.610124017672807,0.019725152295719,0.25,0.6087723775801726,0.5289770762125651,0.0229899877061446,0.8763447826293789,26,freeze_router,0,11.99999999999997,0.0180180166030062,0.0062203322591601,1.417359053198188,0.1399555265543035,114,0.60549695408562,0.1196236208376529,0.0,0.42005490309566007,critical_topk_boundary_layer,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
34,model.layers.34.mlp.gate,0.4864069751203654,0.05,0.9166666666666666,0.4265231731079734,0.4089624856909116,0.0599976607287922,0.3658831211081761,39,freeze_router,34,11.999999999999972,0.670101170284955,0.0167065187032361,3.366259612257624,0.0,98,0.0,0.4521233701707976,0.0,0.3992602992575123,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
36,model.layers.36.mlp.gate,0.4801799651852612,0.05,1.0,0.4328267409887494,0.4449948867162068,0.0598406710972387,0.348840544129326,40,freeze_router,36,11.999999999999972,0.6074642918806943,0.0141264396367533,3.0477807434097337,0.0,65,0.0,0.39778804579132654,0.0,0.3915189975219361,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
45,model.layers.45.mlp.gate,0.4941952072671262,0.05,0.9166666666666666,0.4913488349910309,0.4019566973050435,0.0490582970281441,0.2946846663903542,37,freeze_router,45,11.99999999999998,0.590125355375917,0.0040766595900927,2.774122138476845,0.0,82,0.0,0.3510994566172554,0.0,0.377119613727831,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
32,model.layers.32.mlp.gate,0.5020902252993147,0.05,0.75,0.4622216805135378,0.4974701752265294,0.046095315987865,0.405890656266141,33,freeze_router,32,11.99999999999998,0.5137339183538099,0.0092264823941959,2.872209950270315,0.0,38,0.0,0.36783410871756855,0.0,0.36779461729911805,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
33,model.layers.33.mlp.gate,0.429587283988726,0.05,1.0,0.4791675589331184,0.4005894679576158,0.0734244541575511,0.3730107209363898,44,freeze_router,33,11.99999999999998,0.4560357537961259,0.0083346118012335,2.272635728776476,0.0,10,0.0,0.2655414199363976,0.0,0.33822026857958987,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
39,model.layers.39.mlp.gate,0.48896573976011,0.05,0.9166666666666666,0.5352617548758672,0.4078948448101679,0.0477113546803593,0.3109469382511134,38,freeze_router,39,11.999999999999975,0.2639052157528956,0.0037797166992867,1.6824878445294773,0.0019802495708316,59,0.0,0.16485694803275525,0.0,0.32846719957889947,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
3,model.layers.3.mlp.gate,0.4980506753143536,0.05,0.5,0.524975033550333,0.5026376297076544,0.057526921853423,0.7496719314130044,36,freeze_router,3,11.999999999999968,0.4350035465175917,0.0097608624848646,2.51860088317835,0.0,16,0.0,0.3075052604223284,0.0,0.3260965852313235,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
38,model.layers.38.mlp.gate,0.455296138106126,0.05,0.9166666666666666,0.507720726699543,0.5166283436119556,0.0525701741377512,0.3289268226554013,42,freeze_router,38,11.999999999999975,0.2676175064456175,0.0043536238633115,1.6561142785882506,0.0,55,0.0,0.16035738338143657,0.0,0.31387446775447625,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
44,model.layers.44.mlp.gate,0.4408155230185277,0.05,0.5833333333333334,0.5167495982252698,0.4664508625864982,0.0474318861961364,0.2837352479277725,43,freeze_router,44,11.999999999999972,0.5403783292781158,0.0044754740732112,2.265152662752227,0.0,121,0.0,0.26426474239339004,0.0,0.30072572813909193,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
2,model.layers.2.mlp.gate,0.4983130589685647,0.05,0.5833333333333334,0.5043560428157208,0.53366819024086,0.0610818928107618,0.7799017154232584,35,freeze_router,2,11.999999999999972,0.1538281911441328,0.0081830273574646,1.5896435496220396,0.0420652241870913,47,0.0,0.14901688649640155,0.0,0.2949127785448596,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
43,model.layers.43.mlp.gate,0.3886362700059825,0.05,0.4166666666666667,0.5477884860339708,0.5207589144508044,0.0503517252703507,0.2795771209946926,48,probe_small_lambda_only,43,11.999999999999975,0.5382530708791521,0.00421128632838,1.9859354965332707,0.0,78,0.0,0.21662781328187114,0.0,0.2512781279895275,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
40,model.layers.40.mlp.gate,0.4226538026850252,0.05,0.6666666666666666,0.5304527473219496,0.495593508084615,0.0530844181776046,0.3128452004097248,46,freeze_router,40,11.999999999999972,0.1297481655708611,0.0024902152885825,1.0438916238011915,0.0,17,0.0,0.05590675951224746,0.0,0.2497048776187386,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
37,model.layers.37.mlp.gate,0.4252345873493153,0.05,0.75,0.5534546155600938,0.4952655682961146,0.0548179546991983,0.3444358481610833,45,freeze_router,37,11.999999999999975,0.0,0.0031055496829612,0.8046009003483151,0.0439447472060785,104,0.0,0.015081636241603573,0.0,0.24886424400012702,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
41,model.layers.41.mlp.gate,0.4620447728189117,0.05,0.4166666666666667,0.5850009750524604,0.510255848368009,0.0309054160801072,0.2987983120056637,41,freeze_router,41,11.999999999999975,0.0070980001944654,0.0014472384011166,0.7162020087348883,0.0485319049709508,21,0.0,0.0,0.0,0.22648457579423137,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
42,model.layers.42.mlp.gate,0.39930129890153,0.05,0.5,0.5547397246986802,0.4846039737264315,0.0522179522862036,0.290632973085834,47,freeze_router,42,11.999999999999972,0.1747321135915282,0.0024019466946877,1.092048954163543,0.0,32,0.0,0.06412282789993526,0.0,0.22575122653559582,track_in_margin_profile,"softmax_hessian_diag_offdiag,input_hidden_covariance,topk_assignment_overlap"
